distributor_id,market,product_id,product_family,training_interaction_count,held_out_relevant,seen_in_training,stock_available,market_eligible,popularity_score,latent_score,popularity_unseen_rank,latent_unseen_rank,final_business_score,final_eligible_rank,recommended_top_5
D43-047,EU,SKU-01,noodles,2,0,1,1,1,60.00,0.817796,,,0.697796,,0
D43-047,EU,SKU-02,spices,0,0,0,1,1,51.00,0.683536,4,1,0.761536,1,1
D43-047,EU,SKU-03,coffee,0,0,0,1,1,50.00,0.282876,6,3,0.362876,3,1
D43-047,EU,SKU-04,tea,0,0,0,1,1,88.00,0.045605,1,7,0.049605,5,1
D43-047,EU,SKU-05,noodles,0,0,0,1,1,46.00,0.116669,7,6,0.024669,6,0
D43-047,EU,SKU-06,spices,0,1,0,0,1,51.00,0.516703,5,2,0.594703,,0
D43-047,EU,SKU-07,coffee,0,0,0,1,1,46.00,0.250828,8,4,0.338828,4,1
D43-047,EU,SKU-08,tea,0,0,0,1,1,19.00,0.225822,9,5,0.367822,2,1
D43-047,EU,SKU-09,noodles,0,0,0,1,1,84.00,-0.124914,2,11,-0.292914,8,0
D43-047,EU,SKU-10,spices,0,0,0,1,1,58.00,-0.085863,3,10,-0.021863,7,0
D43-047,EU,SKU-11,coffee,0,0,0,0,1,4.00,0.001018,10,8,0.173018,,0
D43-047,EU,SKU-12,tea,0,0,0,1,0,0.00,0.000000,11,9,0.180000,,0
D43-048,AMER,SKU-01,noodles,0,0,0,1,1,60.00,-0.142973,1,7,-0.262973,6,0
D43-048,AMER,SKU-02,spices,0,0,0,1,1,51.00,-0.356324,2,9,-0.458324,7,0
D43-048,AMER,SKU-03,coffee,0,0,0,1,1,50.00,0.839792,4,3,0.919792,2,1
D43-048,AMER,SKU-04,tea,4,0,1,1,1,88.00,2.591336,,,2.415336,,0
D43-048,AMER,SKU-05,noodles,0,0,0,1,1,46.00,0.859809,5,2,0.767809,3,1
D43-048,AMER,SKU-06,spices,0,0,0,0,1,51.00,-0.172896,3,8,-0.274896,,0
D43-048,AMER,SKU-07,coffee,0,0,0,1,1,46.00,0.983255,6,1,1.071255,1,1
D43-048,AMER,SKU-08,tea,0,0,0,1,1,19.00,-0.102741,7,6,-0.140741,5,1
D43-048,AMER,SKU-09,noodles,1,0,1,1,1,84.00,2.798924,,,2.630924,,0
D43-048,AMER,SKU-10,spices,4,0,1,1,1,58.00,1.934316,,,1.818316,,0
D43-048,AMER,SKU-11,coffee,0,1,0,0,1,4.00,0.108551,8,4,0.280551,,0
D43-048,AMER,SKU-12,tea,0,0,0,1,1,0.00,0.000000,9,5,0.000000,4,1
D43-049,SEA,SKU-01,noodles,0,0,0,1,1,60.00,0.516703,3,1,0.576703,1,1
D43-049,SEA,SKU-02,spices,0,0,0,1,1,51.00,0.396401,5,2,0.294401,3,1
D43-049,SEA,SKU-03,coffee,0,0,0,1,1,50.00,0.105035,6,6,0.185035,6,0
D43-049,SEA,SKU-04,tea,0,0,0,1,1,88.00,0.073968,1,7,0.077968,8,0
D43-049,SEA,SKU-05,noodles,0,0,0,1,1,46.00,0.133118,7,4,0.221118,5,1
D43-049,SEA,SKU-06,spices,2,0,1,0,1,51.00,0.340394,,,0.238394,,0
D43-049,SEA,SKU-07,coffee,0,0,0,1,1,46.00,0.225725,8,3,0.313725,2,1
D43-049,SEA,SKU-08,tea,0,0,0,1,1,19.00,0.127275,9,5,0.269275,4,1
D43-049,SEA,SKU-09,noodles,0,0,0,1,1,84.00,-0.157259,2,11,-0.145259,9,0
D43-049,SEA,SKU-10,spices,0,1,0,1,1,58.00,-0.121102,4,10,-0.237102,10,0
D43-049,SEA,SKU-11,coffee,0,0,0,0,1,4.00,-0.005724,10,9,0.166276,,0
D43-049,SEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,11,8,0.180000,7,0
D43-050,MEA,SKU-01,noodles,0,0,0,1,1,60.00,0.394904,2,5,0.274904,4,1
D43-050,MEA,SKU-02,spices,0,0,0,1,1,51.00,0.987034,4,2,1.065034,1,1
D43-050,MEA,SKU-03,coffee,5,0,1,1,1,50.00,2.462288,,,2.362288,,0
D43-050,MEA,SKU-04,tea,0,0,0,1,1,88.00,0.784445,1,3,0.788445,2,1
D43-050,MEA,SKU-05,noodles,0,0,0,1,1,46.00,-0.707326,6,9,-0.799326,6,0
D43-050,MEA,SKU-06,spices,0,0,0,0,1,51.00,-0.130561,5,8,-0.052561,,0
D43-050,MEA,SKU-07,coffee,0,0,0,1,1,46.00,-0.721998,7,10,-0.813998,7,0
D43-050,MEA,SKU-08,tea,0,0,0,1,1,19.00,0.421870,8,4,0.563870,3,1
D43-050,MEA,SKU-09,noodles,5,0,1,1,1,84.00,3.686307,,,3.518307,,0
D43-050,MEA,SKU-10,spices,0,1,0,1,0,58.00,2.842373,3,1,2.906373,,0
D43-050,MEA,SKU-11,coffee,0,0,0,0,1,4.00,0.223642,9,6,0.215642,,0
D43-050,MEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,10,7,0.180000,5,1
D43-051,EU,SKU-01,noodles,3,0,1,1,1,60.00,1.933883,,,1.813883,,0
D43-051,EU,SKU-02,spices,0,0,0,1,1,51.00,2.034730,4,1,2.112730,1,1
D43-051,EU,SKU-03,coffee,5,0,1,1,1,50.00,1.695194,,,1.595194,,0
D43-051,EU,SKU-04,tea,0,0,0,1,1,88.00,-0.163085,1,9,-0.159085,5,1
D43-051,EU,SKU-05,noodles,0,0,0,1,1,46.00,-0.369592,6,10,-0.461592,7,0
D43-051,EU,SKU-06,spices,0,0,0,0,1,51.00,1.037642,5,2,1.115642,,0
D43-051,EU,SKU-07,coffee,0,0,0,1,1,46.00,-0.134057,7,8,-0.226057,6,0
D43-051,EU,SKU-08,tea,0,0,0,1,1,19.00,0.720182,8,5,0.862182,3,1
D43-051,EU,SKU-09,noodles,0,1,0,1,1,84.00,1.004036,2,3,0.836036,4,1
D43-051,EU,SKU-10,spices,0,0,0,1,1,58.00,0.854587,3,4,0.918587,2,1
D43-051,EU,SKU-11,coffee,0,0,0,0,1,4.00,0.094719,9,6,0.086719,,0
D43-051,EU,SKU-12,tea,0,0,0,1,0,0.00,0.000000,10,7,0.180000,,0
D43-052,AMER,SKU-01,noodles,0,0,0,1,1,60.00,-0.208346,1,7,-0.328346,7,0
D43-052,AMER,SKU-02,spices,0,0,0,1,1,51.00,-0.282900,3,9,-0.204900,6,0
D43-052,AMER,SKU-03,coffee,0,0,0,1,1,50.00,0.989892,5,2,1.069892,2,1
D43-052,AMER,SKU-04,tea,2,0,1,1,1,88.00,2.269415,,,2.093415,,0
D43-052,AMER,SKU-05,noodles,1,0,1,1,1,46.00,0.603350,,,0.511350,,0
D43-052,AMER,SKU-06,spices,0,0,0,0,1,51.00,-0.252621,4,8,-0.174621,,0
D43-052,AMER,SKU-07,coffee,0,0,0,1,1,46.00,0.681372,6,3,0.769372,3,1
D43-052,AMER,SKU-08,tea,0,0,0,1,1,19.00,-0.067854,7,6,-0.105854,5,1
D43-052,AMER,SKU-09,noodles,5,0,1,1,1,84.00,2.868728,,,2.700728,,0
D43-052,AMER,SKU-10,spices,0,0,0,1,1,58.00,2.022679,2,1,2.086679,1,1
D43-052,AMER,SKU-11,coffee,0,1,0,0,1,4.00,0.121239,8,4,0.293239,,0
D43-052,AMER,SKU-12,tea,0,0,0,1,1,0.00,0.000000,9,5,0.000000,4,1
D43-053,SEA,SKU-01,noodles,4,0,1,1,1,60.00,2.403123,,,2.283123,,0
D43-053,SEA,SKU-02,spices,0,0,0,1,1,51.00,1.737698,4,1,1.635698,1,1
D43-053,SEA,SKU-03,coffee,0,0,0,1,1,50.00,0.466667,5,5,0.366667,5,1
D43-053,SEA,SKU-04,tea,0,0,0,1,1,88.00,0.808542,1,3,0.812542,2,1
D43-053,SEA,SKU-05,noodles,0,0,0,1,1,46.00,0.865869,6,2,0.773869,3,1
D43-053,SEA,SKU-06,spices,2,0,1,0,1,51.00,1.599525,,,1.497525,,0
D43-053,SEA,SKU-07,coffee,2,0,1,1,1,46.00,1.333553,,,1.241553,,0
D43-053,SEA,SKU-08,tea,0,1,0,1,1,19.00,0.551627,7,4,0.693627,4,1
D43-053,SEA,SKU-09,noodles,0,0,0,1,1,84.00,-0.491768,2,9,-0.659768,8,0
D43-053,SEA,SKU-10,spices,0,0,0,1,1,58.00,-0.423394,3,8,-0.539394,7,0
D43-053,SEA,SKU-11,coffee,0,0,0,0,1,4.00,-0.023935,8,7,-0.031935,,0
D43-053,SEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,9,6,0.180000,6,0
D43-054,MEA,SKU-01,noodles,0,0,0,1,1,60.00,1.033407,3,1,1.093407,1,1
D43-054,MEA,SKU-02,spices,0,0,0,1,1,51.00,0.792802,5,2,0.690802,2,1
D43-054,MEA,SKU-03,coffee,0,0,0,1,1,50.00,0.210070,6,6,0.290070,6,0
D43-054,MEA,SKU-04,tea,0,0,0,1,1,88.00,0.147936,1,7,0.151936,8,0
D43-054,MEA,SKU-05,noodles,0,0,0,1,1,46.00,0.266236,7,4,0.354236,5,1
D43-054,MEA,SKU-06,spices,4,0,1,0,1,51.00,0.680788,,,0.578788,,0
D43-054,MEA,SKU-07,coffee,0,0,0,1,1,46.00,0.451450,8,3,0.539450,3,1
D43-054,MEA,SKU-08,tea,0,0,0,1,1,19.00,0.254550,9,5,0.396550,4,1
D43-054,MEA,SKU-09,noodles,0,0,0,1,1,84.00,-0.314519,2,11,-0.302519,9,0
D43-054,MEA,SKU-10,spices,0,0,0,1,0,58.00,-0.242203,4,10,-0.358203,,0
D43-054,MEA,SKU-11,coffee,0,0,0,0,1,4.00,-0.011449,10,9,0.160551,,0
D43-054,MEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,11,8,0.180000,7,0
D43-055,EU,SKU-01,noodles,1,0,1,1,1,60.00,0.408898,,,0.288898,,0
D43-055,EU,SKU-02,spices,0,0,0,1,1,51.00,0.341768,4,1,0.419768,1,1
D43-055,EU,SKU-03,coffee,0,0,0,1,1,50.00,0.141438,6,3,0.221438,3,1
D43-055,EU,SKU-04,tea,0,1,0,1,1,88.00,0.022802,1,7,0.026802,5,1
D43-055,EU,SKU-05,noodles,0,0,0,1,1,46.00,0.058334,7,6,-0.033666,7,0
D43-055,EU,SKU-06,spices,0,0,0,0,1,51.00,0.258352,5,2,0.336352,,0
D43-055,EU,SKU-07,coffee,0,0,0,1,1,46.00,0.125414,8,4,0.213414,4,1
D43-055,EU,SKU-08,tea,0,0,0,1,1,19.00,0.112911,9,5,0.254911,2,1
D43-055,EU,SKU-09,noodles,0,0,0,1,1,84.00,-0.062457,2,11,-0.230457,8,0
D43-055,EU,SKU-10,spices,0,0,0,1,1,58.00,-0.042931,3,10,0.021069,6,0
D43-055,EU,SKU-11,coffee,0,0,0,0,1,4.00,0.000509,10,8,0.172509,,0
D43-055,EU,SKU-12,tea,0,0,0,1,0,0.00,0.000000,11,9,0.180000,,0
D43-056,AMER,SKU-01,noodles,0,0,0,1,1,60.00,0.775055,3,1,0.835055,1,1
D43-056,AMER,SKU-02,spices,0,0,0,1,1,51.00,0.594601,5,2,0.492601,2,1
D43-056,AMER,SKU-03,coffee,0,0,0,1,1,50.00,0.157552,6,6,0.237552,6,0
D43-056,AMER,SKU-04,tea,0,0,0,1,1,88.00,0.110952,1,7,0.114952,8,0
D43-056,AMER,SKU-05,noodles,0,0,0,1,1,46.00,0.199677,7,4,0.287677,5,1
D43-056,AMER,SKU-06,spices,3,0,1,0,1,51.00,0.510591,,,0.408591,,0
D43-056,AMER,SKU-07,coffee,0,0,0,1,1,46.00,0.338588,8,3,0.426588,3,1
D43-056,AMER,SKU-08,tea,0,0,0,1,1,19.00,0.190913,9,5,0.332913,4,1
D43-056,AMER,SKU-09,noodles,0,0,0,1,1,84.00,-0.235889,2,11,-0.223889,9,0
D43-056,AMER,SKU-10,spices,0,0,0,1,1,58.00,-0.181652,4,10,-0.297652,10,0
D43-056,AMER,SKU-11,coffee,0,0,0,0,1,4.00,-0.008587,10,9,0.163413,,0
D43-056,AMER,SKU-12,tea,0,0,0,1,1,0.00,0.000000,11,8,0.180000,7,0
D43-057,SEA,SKU-01,noodles,0,0,0,1,1,60.00,0.295519,3,3,0.355519,4,1
D43-057,SEA,SKU-02,spices,0,0,0,1,1,51.00,0.650608,4,2,0.548608,2,1
D43-057,SEA,SKU-03,coffee,3,0,1,1,1,50.00,1.352557,,,1.252557,,0
D43-057,SEA,SKU-04,tea,0,0,0,1,1,88.00,0.187996,1,5,0.191996,5,1
D43-057,SEA,SKU-05,noodles,0,0,0,1,1,46.00,-0.489481,6,9,-0.401481,7,0
D43-057,SEA,SKU-06,spices,0,0,0,0,1,51.00,-0.024100,5,8,-0.126100,,0
D43-057,SEA,SKU-07,coffee,0,0,0,1,1,46.00,-0.502029,7,10,-0.594029,8,0
D43-057,SEA,SKU-08,tea,0,0,0,1,1,19.00,0.268673,8,4,0.410673,3,1
D43-057,SEA,SKU-09,noodles,0,0,0,1,1,84.00,1.830240,2,1,1.842240,1,1
D43-057,SEA,SKU-10,spices,3,0,1,1,1,58.00,1.435025,,,1.319025,,0
D43-057,SEA,SKU-11,coffee,0,1,0,0,1,4.00,0.117921,9,6,0.109921,,0
D43-057,SEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,10,7,0.180000,6,0
D43-058,MEA,SKU-01,noodles,0,0,0,1,1,60.00,-0.378727,1,7,-0.498727,6,0
D43-058,MEA,SKU-02,spices,0,0,0,1,1,51.00,-0.063304,2,6,-0.165304,5,1
D43-058,MEA,SKU-03,coffee,0,0,0,1,1,50.00,2.026430,4,1,1.926430,1,1
D43-058,MEA,SKU-04,tea,1,0,1,1,1,88.00,2.370513,,,2.194513,,0
D43-058,MEA,SKU-05,noodles,0,0,0,1,1,46.00,0.093099,5,3,0.001099,3,1
D43-058,MEA,SKU-06,spices,0,0,0,0,1,51.00,-0.546056,3,8,-0.648056,,0
D43-058,MEA,SKU-07,coffee,1,0,1,1,1,46.00,0.086653,,,-0.005347,,0
D43-058,MEA,SKU-08,tea,0,0,0,1,1,19.00,0.052141,6,4,0.014141,2,1
D43-058,MEA,SKU-09,noodles,5,0,1,1,1,84.00,4.514739,,,4.346739,,0
D43-058,MEA,SKU-10,spices,5,0,1,1,0,58.00,3.311000,,,3.195000,,0
D43-058,MEA,SKU-11,coffee,0,1,0,0,1,4.00,0.223617,7,2,0.215617,,0
D43-058,MEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,8,5,0.000000,4,1
D43-059,EU,SKU-01,noodles,0,0,0,1,1,60.00,-0.182628,1,7,-0.302628,5,1
D43-059,EU,SKU-02,spices,0,0,0,1,1,51.00,-0.463748,2,9,-0.565748,6,0
D43-059,EU,SKU-03,coffee,0,0,0,1,1,50.00,1.031775,4,3,1.111775,2,1
D43-059,EU,SKU-04,tea,5,0,1,1,1,88.00,3.282597,,,3.106597,,0
D43-059,EU,SKU-05,noodles,0,0,0,1,1,46.00,1.104593,5,2,1.012593,3,1
D43-059,EU,SKU-06,spices,0,0,0,0,1,51.00,-0.214542,3,8,-0.316542,,0
D43-059,EU,SKU-07,coffee,0,0,0,1,1,46.00,1.262598,6,1,1.350598,1,1
D43-059,EU,SKU-08,tea,0,0,0,1,1,19.00,-0.135631,7,6,-0.173631,4,1
D43-059,EU,SKU-09,noodles,2,0,1,1,1,84.00,3.501092,,,3.333092,,0
D43-059,EU,SKU-10,spices,4,0,1,1,1,58.00,2.415079,,,2.299079,,0
D43-059,EU,SKU-11,coffee,0,1,0,0,1,4.00,0.134588,8,4,0.306588,,0
D43-059,EU,SKU-12,tea,0,0,0,1,0,0.00,0.000000,9,5,0.000000,,0
D43-060,AMER,SKU-01,noodles,0,0,0,1,1,60.00,0.114012,2,6,0.174012,5,1
D43-060,AMER,SKU-02,spices,0,0,0,1,1,51.00,-0.514729,4,11,-0.436729,9,0
D43-060,AMER,SKU-03,coffee,0,0,0,1,1,50.00,-0.231493,6,10,-0.151493,7,0
D43-060,AMER,SKU-04,tea,5,0,1,1,1,88.00,2.440366,,,2.264366,,0
D43-060,AMER,SKU-05,noodles,0,0,0,1,1,46.00,1.386651,7,2,1.474651,2,1
D43-060,AMER,SKU-06,spices,0,0,0,0,1,51.00,0.184921,5,5,0.262921,,0
D43-060,AMER,SKU-07,coffee,0,0,0,1,1,46.00,1.608410,8,1,1.696410,1,1
D43-060,AMER,SKU-08,tea,0,0,0,1,1,19.00,-0.204871,9,9,-0.242871,8,0
D43-060,AMER,SKU-09,noodles,0,1,0,1,1,84.00,1.015938,1,3,1.027938,3,1
D43-060,AMER,SKU-10,spices,0,0,0,1,1,58.00,0.544820,3,4,0.608820,4,1
D43-060,AMER,SKU-11,coffee,0,0,0,0,1,4.00,-0.000268,10,8,0.171732,,0
D43-060,AMER,SKU-12,tea,0,0,0,1,1,0.00,0.000000,11,7,0.000000,6,0
D43-061,SEA,SKU-01,noodles,0,0,0,1,1,60.00,0.000000,3,1,0.060000,8,0
D43-061,SEA,SKU-02,spices,0,0,0,1,1,51.00,0.000000,5,2,0.078000,6,0
D43-061,SEA,SKU-03,coffee,0,0,0,1,1,50.00,0.000000,7,3,0.080000,5,1
D43-061,SEA,SKU-04,tea,0,0,0,1,1,88.00,0.000000,1,4,0.004000,10,0
D43-061,SEA,SKU-05,noodles,0,0,0,1,1,46.00,0.000000,8,5,0.088000,3,1
D43-061,SEA,SKU-06,spices,0,0,0,0,1,51.00,0.000000,6,6,0.078000,,0
D43-061,SEA,SKU-07,coffee,0,0,0,1,1,46.00,0.000000,9,7,0.088000,4,1
D43-061,SEA,SKU-08,tea,0,0,0,1,1,19.00,0.000000,10,8,0.142000,2,1
D43-061,SEA,SKU-09,noodles,0,0,0,1,1,84.00,0.000000,2,9,0.012000,9,0
D43-061,SEA,SKU-10,spices,0,0,0,1,1,58.00,0.000000,4,10,0.064000,7,0
D43-061,SEA,SKU-11,coffee,0,0,0,0,1,4.00,0.000000,11,11,0.172000,,0
D43-061,SEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,12,12,0.180000,1,1
D43-062,MEA,SKU-01,noodles,0,0,0,1,1,60.00,0.116669,3,4,-0.003331,5,1
D43-062,MEA,SKU-02,spices,0,0,0,1,1,51.00,-0.109234,5,10,-0.031234,6,0
D43-062,MEA,SKU-03,coffee,0,0,0,1,1,50.00,-0.217838,7,11,-0.137838,7,0
D43-062,MEA,SKU-04,tea,0,0,0,1,1,88.00,0.554660,1,1,0.558660,2,1
D43-062,MEA,SKU-05,noodles,2,0,1,1,1,46.00,0.422842,,,0.330842,,0
D43-062,MEA,SKU-06,spices,0,0,0,0,1,51.00,0.133118,6,3,0.211118,,0
D43-062,MEA,SKU-07,coffee,0,1,0,1,1,46.00,0.499413,8,2,0.587413,1,1
D43-062,MEA,SKU-08,tea,0,0,0,1,1,19.00,-0.052656,9,7,0.089344,4,1
D43-062,MEA,SKU-09,noodles,0,0,0,1,1,84.00,-0.065093,2,8,-0.233093,8,0
D43-062,MEA,SKU-10,spices,0,0,0,1,0,58.00,-0.108482,4,9,-0.044482,,0
D43-062,MEA,SKU-11,coffee,0,0,0,0,1,4.00,-0.018211,10,6,0.153789,,0
D43-062,MEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,11,5,0.180000,3,1
D43-063,EU,SKU-01,noodles,0,0,0,1,1,60.00,0.683536,3,1,0.743536,1,1
D43-063,EU,SKU-02,spices,2,0,1,1,1,51.00,0.681787,,,0.579787,,0
D43-063,EU,SKU-03,coffee,0,0,0,1,1,50.00,0.403770,6,2,0.483770,2,1
D43-063,EU,SKU-04,tea,0,0,0,1,1,88.00,-0.205892,1,11,-0.201892,8,0
D43-063,EU,SKU-05,noodles,0,0,0,1,1,46.00,-0.109234,7,10,-0.021234,6,0
D43-063,EU,SKU-06,spices,0,1,0,0,1,51.00,0.396401,5,3,0.294401,,0
D43-063,EU,SKU-07,coffee,0,0,0,1,1,46.00,-0.025776,8,9,0.062224,4,1
D43-063,EU,SKU-08,tea,0,0,0,1,1,19.00,0.234939,9,4,0.376939,3,1
D43-063,EU,SKU-09,noodles,0,0,0,1,1,84.00,-0.008956,2,8,0.003044,5,1
D43-063,EU,SKU-10,spices,0,0,0,1,1,58.00,0.029968,4,5,-0.086032,7,0
D43-063,EU,SKU-11,coffee,0,0,0,0,1,4.00,0.013876,10,6,0.185876,,0
D43-063,EU,SKU-12,tea,0,0,0,1,0,0.00,0.000000,11,7,0.180000,,0
D43-064,AMER,SKU-01,noodles,4,0,1,1,1,60.00,2.286792,,,2.166792,,0
D43-064,AMER,SKU-02,spices,0,0,0,1,1,51.00,0.849120,3,2,0.927120,1,1
D43-064,AMER,SKU-03,coffee,0,0,0,1,1,50.00,-0.136601,5,8,-0.236601,6,0
D43-064,AMER,SKU-04,tea,4,0,1,1,1,88.00,3.607561,,,3.431561,,0
D43-064,AMER,SKU-05,noodles,1,0,1,1,1,46.00,2.552906,,,2.460906,,0
D43-064,AMER,SKU-06,spices,0,0,0,0,1,51.00,1.699352,4,1,1.777352,,0
D43-064,AMER,SKU-07,coffee,4,0,1,1,1,46.00,3.250435,,,3.158435,,0
D43-064,AMER,SKU-08,tea,0,0,0,1,1,19.00,0.206835,6,4,0.168835,3,1
D43-064,AMER,SKU-09,noodles,0,1,0,1,1,84.00,0.361017,1,3,0.193017,2,1
D43-064,AMER,SKU-10,spices,0,0,0,1,1,58.00,-0.051244,2,7,0.012756,4,1
D43-064,AMER,SKU-11,coffee,0,0,0,0,1,4.00,-0.047778,7,6,-0.055778,,0
D43-064,AMER,SKU-12,tea,0,0,0,1,1,0.00,0.000000,8,5,0.000000,5,1
D43-065,SEA,SKU-01,noodles,0,0,0,1,1,60.00,0.185076,2,5,0.065076,4,1
D43-065,SEA,SKU-02,spices,0,0,0,1,1,51.00,-0.418072,4,10,-0.340072,8,0
D43-065,SEA,SKU-03,coffee,0,0,0,1,1,50.00,-0.356734,6,9,-0.276734,7,0
D43-065,SEA,SKU-04,tea,3,0,1,1,1,88.00,2.018880,,,1.842880,,0
D43-065,SEA,SKU-05,noodles,2,0,1,1,1,46.00,1.254833,,,1.162833,,0
D43-065,SEA,SKU-06,spices,0,0,0,0,1,51.00,0.244070,5,3,0.322070,,0
D43-065,SEA,SKU-07,coffee,0,0,0,1,1,46.00,1.464459,7,1,1.552459,1,1
D43-065,SEA,SKU-08,tea,0,0,0,1,1,19.00,-0.175579,8,8,-0.213579,6,0
D43-065,SEA,SKU-09,noodles,0,1,0,1,1,84.00,0.544470,1,2,0.376470,2,1
D43-065,SEA,SKU-10,spices,0,0,0,1,1,58.00,0.218409,3,4,0.282409,3,1
D43-065,SEA,SKU-11,coffee,0,0,0,0,1,4.00,-0.018371,9,7,0.153629,,0
D43-065,SEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,10,6,0.000000,5,1
D43-066,MEA,SKU-01,noodles,0,0,0,1,1,60.00,0.752795,2,4,0.812795,3,1
D43-066,MEA,SKU-02,spices,0,0,0,1,1,51.00,0.803534,4,3,0.881534,2,1
D43-066,MEA,SKU-03,coffee,5,0,1,1,1,50.00,1.178283,,,1.078283,,0
D43-066,MEA,SKU-04,tea,2,0,1,1,1,88.00,0.744654,,,0.568654,,0
D43-066,MEA,SKU-05,noodles,0,0,0,1,1,46.00,0.010065,6,9,0.098065,5,1
D43-066,MEA,SKU-06,spices,0,0,0,0,1,51.00,0.336556,5,5,0.414556,,0
D43-066,MEA,SKU-07,coffee,0,0,0,1,1,46.00,0.133065,7,7,0.041065,6,0
D43-066,MEA,SKU-08,tea,0,0,0,1,1,19.00,0.299500,8,6,0.261500,4,1
D43-066,MEA,SKU-09,noodles,0,0,0,1,1,84.00,1.597783,1,1,1.609783,1,1
D43-066,MEA,SKU-10,spices,0,0,0,1,0,58.00,1.201309,3,2,1.265309,,0
D43-066,MEA,SKU-11,coffee,0,1,0,0,1,4.00,0.093084,9,8,0.085084,,0
D43-066,MEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,10,10,0.000000,7,0
D43-067,EU,SKU-01,noodles,1,0,1,1,1,60.00,0.691774,,,0.571774,,0
D43-067,EU,SKU-02,spices,0,0,0,1,1,51.00,0.745538,4,1,0.823538,1,1
D43-067,EU,SKU-03,coffee,2,0,1,1,1,50.00,0.649790,,,0.549790,,0
D43-067,EU,SKU-04,tea,0,0,0,1,1,88.00,-0.069795,1,8,-0.065795,5,1
D43-067,EU,SKU-05,noodles,0,0,0,1,1,46.00,-0.159504,6,10,-0.251504,7,0
D43-067,EU,SKU-06,spices,0,0,0,0,1,51.00,0.363387,5,3,0.441387,,0
D43-067,EU,SKU-07,coffee,0,0,0,1,1,46.00,-0.078706,7,9,-0.170706,6,0
D43-067,EU,SKU-08,tea,0,0,0,1,1,19.00,0.265490,8,5,0.407490,3,1
D43-067,EU,SKU-09,noodles,0,1,0,1,1,84.00,0.414106,2,2,0.246106,4,1
D43-067,EU,SKU-10,spices,0,0,0,1,1,58.00,0.350421,3,4,0.414421,2,1
D43-067,EU,SKU-11,coffee,0,0,0,0,1,4.00,0.037786,9,6,0.029786,,0
D43-067,EU,SKU-12,tea,0,0,0,1,0,0.00,0.000000,10,7,0.180000,,0
D43-068,AMER,SKU-01,noodles,0,0,0,1,1,60.00,-0.312286,2,10,-0.432286,9,0
D43-068,AMER,SKU-02,spices,0,0,0,1,1,51.00,-0.022391,4,7,0.055609,6,0
D43-068,AMER,SKU-03,coffee,0,0,0,1,1,50.00,1.191408,6,2,1.271408,2,1
D43-068,AMER,SKU-04,tea,0,0,0,1,1,88.00,1.015938,1,3,1.019938,3,1
D43-068,AMER,SKU-05,noodles,0,0,0,1,1,46.00,-0.162732,7,8,-0.254732,8,0
D43-068,AMER,SKU-06,spices,0,0,0,0,1,51.00,-0.393148,5,11,-0.315148,,0
D43-068,AMER,SKU-07,coffee,0,0,0,1,1,46.00,-0.211699,8,9,-0.123699,7,0
D43-068,AMER,SKU-08,tea,0,0,0,1,1,19.00,0.040422,9,5,0.182422,4,1
D43-068,AMER,SKU-09,noodles,5,0,1,1,1,84.00,2.494899,,,2.326899,,0
D43-068,AMER,SKU-10,spices,0,0,0,1,1,58.00,1.858992,3,1,1.922992,1,1
D43-068,AMER,SKU-11,coffee,0,1,0,0,1,4.00,0.130451,10,4,0.302451,,0
D43-068,AMER,SKU-12,tea,0,0,0,1,1,0.00,0.000000,11,6,0.180000,5,1
D43-069,SEA,SKU-01,noodles,0,0,0,1,1,60.00,0.233338,3,4,0.113338,4,1
D43-069,SEA,SKU-02,spices,0,0,0,1,1,51.00,-0.218469,5,10,-0.140469,6,0
D43-069,SEA,SKU-03,coffee,0,0,0,1,1,50.00,-0.435676,7,11,-0.355676,9,0
D43-069,SEA,SKU-04,tea,0,0,0,1,1,88.00,1.109321,1,1,1.113321,1,1
D43-069,SEA,SKU-05,noodles,4,0,1,1,1,46.00,0.845685,,,0.753685,,0
D43-069,SEA,SKU-06,spices,0,0,0,0,1,51.00,0.266236,6,3,0.344236,,0
D43-069,SEA,SKU-07,coffee,0,1,0,1,1,46.00,0.998827,8,2,1.086827,2,1
D43-069,SEA,SKU-08,tea,0,0,0,1,1,19.00,-0.105312,9,7,0.036688,5,1
D43-069,SEA,SKU-09,noodles,0,0,0,1,1,84.00,-0.130185,2,8,-0.298185,8,0
D43-069,SEA,SKU-10,spices,0,0,0,1,1,58.00,-0.216965,4,9,-0.152965,7,0
D43-069,SEA,SKU-11,coffee,0,0,0,0,1,4.00,-0.036421,10,6,0.135579,,0
D43-069,SEA,SKU-12,tea,0,0,0,1,1,0.00,0.000000,11,5,0.180000,3,1
D43-070,MEA,SKU-01,noodles,2,0,1,1,1,60.00,2.749423,,,2.629423,,0
