scenario,permutation_id,null_effect_units,observed_effect_units,standard_error_units,practical_threshold_units,as_or_more_extreme,simulated_two_sided_p_value,practically_meaningful
Uncertain small effect,361,1.6101,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,362,0.3568,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,363,-0.492,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,364,0.2237,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,365,0.3899,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,366,-0.1229,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,367,-1.5331,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,368,3.1009,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,369,0.1051,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,370,-0.1754,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,371,-0.7642,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,372,-0.4513,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,373,0.3609,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,374,-0.3537,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,375,0.9218,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,376,-0.24,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,377,0.4631,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,378,1.4572,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,379,-0.5497,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,380,-0.9573,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,381,1.2301,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,382,-0.3072,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,383,-0.0126,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,384,0.8971,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,385,-2.5189,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,386,-0.485,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,387,0.4206,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,388,0.7408,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,389,1.9581,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,390,-0.2389,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,391,1.3738,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,392,0.6217,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,393,1.0606,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,394,1.338,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,395,0.0452,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,396,1.843,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,397,0.2318,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,398,-0.4199,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,399,-0.8176,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,400,-0.188,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,401,0.3426,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,402,-0.3985,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,403,0.9861,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,404,0.1107,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,405,0.1333,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,406,0.9161,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,407,-1.5233,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,408,0.9535,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,409,-1.1765,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,410,1.1744,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,411,-0.4361,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,412,1.951,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,413,-0.4783,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,414,0.9289,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,415,-1.9407,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,416,-0.2662,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,417,1.7311,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,418,-0.4619,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,419,-1.0688,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,420,-0.1833,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,421,1.1241,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,422,-0.4184,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,423,1.835,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,424,0.5439,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,425,-0.0821,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,426,-0.7754,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,427,-0.197,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,428,-0.7972,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,429,1.3747,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,430,-1.9241,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,431,-0.0298,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,432,0.0456,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,433,0.0056,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,434,-1.0459,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,435,-0.9744,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,436,-1.0011,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,437,0.5932,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,438,-0.8685,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,439,0.3312,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,440,-0.8461,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,441,-1.9927,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,442,-0.3749,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,443,-0.241,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,444,1.6132,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,445,1.5409,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,446,0.4767,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,447,0.402,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,448,-0.186,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,449,0.4695,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,450,-1.1848,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,451,-0.6045,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,452,-1.1761,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,453,-0.8799,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,454,-0.0391,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,455,-0.2885,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,456,-1.215,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,457,0.9476,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,458,0.8841,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,459,-0.7109,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,460,0.1554,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,461,-0.3965,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,462,0.2058,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,463,0.5189,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,464,-0.0907,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,465,0.6055,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,466,-0.1038,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,467,-1.1356,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,468,0.7414,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,469,0.1205,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,470,0.5452,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,471,0.1581,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,472,1.1478,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,473,-0.8993,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,474,-0.8786,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,475,-0.3246,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,476,-0.4394,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,477,-0.2658,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,478,1.2772,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,479,-0.8275,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,480,-0.1974,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,481,0.0617,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,482,-1.507,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,483,-0.2593,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,484,1.4481,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,485,1.1912,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,486,0.1561,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,487,-0.3706,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,488,1.293,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,489,1.2699,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,490,-0.1562,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,491,1.1802,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,492,-1.0592,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,493,-2.4513,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,494,-0.7117,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,495,0.7854,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,496,0.5297,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,497,-0.2018,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,498,-0.5511,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,499,1.448,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,500,-0.5576,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,501,-0.4162,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,502,0.9049,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,503,-1.1848,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,504,-0.2551,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,505,1.7668,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,506,-0.7041,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,507,1.1336,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,508,1.0597,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,509,0.8409,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,510,-0.1153,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,511,1.8534,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,512,0.3665,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,513,0.0461,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,514,0.6261,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,515,0.1825,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,516,-0.6902,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,517,0.6504,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,518,0.1431,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,519,-0.1207,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,520,-0.7325,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,521,0.4016,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,522,-0.2543,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,523,1.3327,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,524,-0.2113,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,525,-1.1317,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,526,0.304,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,527,-0.6604,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,528,-0.648,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,529,0.6897,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,530,0.265,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,531,-0.012,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,532,-0.4339,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,533,1.1657,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,534,-0.239,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,535,-1.0053,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,536,-0.4765,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,537,-0.6302,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,538,1.3595,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,539,-0.0338,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,540,-0.1986,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,541,-0.2097,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,542,1.8212,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,543,-0.2412,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,544,0.1359,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,545,0.848,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,546,0.3477,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,547,-0.128,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,548,-0.079,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,549,1.2137,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,550,0.5956,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,551,0.4799,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,552,0.1508,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,553,-2.7979,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,554,-0.4995,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,555,0.7085,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,556,1.2639,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,557,1.3414,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,558,1.2388,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,559,-0.0542,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,560,-0.4162,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,561,1.0871,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,562,-0.0363,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,563,-0.2887,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,564,0.8572,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,565,1.2263,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,566,-0.0731,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,567,0.7612,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,568,-0.0424,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,569,-2.1227,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,570,-1.507,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,571,-1.6523,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,572,-1.1792,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,573,0.8459,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,574,-0.3168,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,575,-0.0899,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,576,-1.8429,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,577,0.9991,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,578,-0.3806,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,579,-1.5503,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,580,-0.8559,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,581,-2.2193,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,582,-0.5841,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,583,0.3188,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,584,0.7423,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,585,0.779,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,586,-0.1357,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,587,0.0577,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,588,-0.3868,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,589,1.5184,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,590,0.2795,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,591,-1.0106,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,592,-0.4195,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,593,-1.8493,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,594,-0.5584,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,595,-0.1218,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,596,-0.5457,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,597,-0.4319,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,598,0.0574,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,599,0.75,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,600,0.5871,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,601,2.2303,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,602,-0.7672,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,603,-0.853,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,604,-1.655,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,605,-0.5715,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,606,-0.1139,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,607,-0.0462,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,608,0.6169,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,609,-0.1086,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,610,-0.2848,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,611,-0.453,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,612,-1.8123,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,613,0.4183,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,614,-0.6288,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,615,-1.179,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,616,1.7603,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,617,-0.115,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,618,-2.0391,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,619,-1.3221,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,620,-0.3487,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,621,-0.1024,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,622,-1.5457,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,623,1.0959,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,624,-2.2237,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,625,1.2135,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,626,-0.5677,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,627,0.7152,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,628,-1.0007,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,629,0.6774,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,630,-0.3401,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,631,-0.1546,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,632,-0.9625,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,633,-0.8883,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,634,0.6837,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,635,0.061,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,636,0.1939,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,637,-0.5107,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,638,-0.1921,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,639,0.2497,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,640,0.6877,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,641,0.6451,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,642,-0.1507,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,643,1.1265,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,644,-0.3961,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,645,-0.1575,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,646,-1.1891,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,647,1.9128,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,648,-0.0201,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,649,0.8622,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,650,-0.7977,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,651,0.2099,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,652,1.2146,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,653,-0.2998,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,654,-0.6691,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,655,1.6734,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,656,-0.5352,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,657,-0.7257,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,658,-0.2994,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,659,0.5947,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,660,1.1836,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,661,-0.0387,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,662,-0.5634,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,663,-0.0852,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,664,0.0294,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,665,-0.1358,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,666,1.2182,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,667,-1.3282,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,668,0.7011,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,669,0.6615,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,670,-0.743,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,671,-1.1239,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,672,-1.3543,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,673,1.4957,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,674,1.3533,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,675,0.6611,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,676,-0.515,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,677,-1.9604,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,678,-1.2433,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,679,-0.3137,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,680,-0.6243,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,681,0.7676,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,682,-0.0535,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,683,-0.0184,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,684,-1.3981,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,685,-1.6884,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,686,0.5219,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,687,-0.9792,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,688,-0.452,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,689,1.467,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,690,-0.3133,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,691,0.7368,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,692,-0.0378,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,693,0.7097,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,694,0.3564,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,695,0.205,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,696,0.0176,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,697,-0.2947,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,698,0.1421,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,699,1.1293,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,700,-0.7179,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,701,1.2522,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,702,0.7584,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,703,1.6061,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,704,-0.3902,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,705,0.7175,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,706,-1.2898,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,707,0.9268,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,708,0.982,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,709,0.4856,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,710,-1.157,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,711,1.8385,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,712,0.1182,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,713,0.6048,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,714,-0.1582,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,715,-0.9915,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,716,-0.238,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,717,-0.4146,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,718,0.1629,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,719,-0.5293,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,720,0.3515,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,721,1.6598,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,722,-0.2171,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,723,0.343,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,724,0.7841,0.8,1.0,2.0,No,0.428286,No
