account_id,region,account_tier,randomization_block,assignment,block_arm_index,completed_order_7d,correction_request,support_contact
ACC-2027,Kalimantan,Standard,Kalimantan-Standard,Control,27,Yes,No,No
ACC-2028,Kalimantan,Standard,Kalimantan-Standard,Control,28,Yes,No,No
ACC-2029,Kalimantan,Standard,Kalimantan-Standard,Control,29,Yes,No,No
ACC-2030,Kalimantan,Standard,Kalimantan-Standard,Control,30,Yes,No,No
ACC-2031,Kalimantan,Standard,Kalimantan-Standard,Control,31,Yes,No,No
ACC-2032,Kalimantan,Standard,Kalimantan-Standard,Control,32,Yes,No,No
ACC-2033,Kalimantan,Standard,Kalimantan-Standard,Control,33,Yes,No,No
ACC-2034,Kalimantan,Standard,Kalimantan-Standard,Control,34,Yes,No,No
ACC-2035,Kalimantan,Standard,Kalimantan-Standard,Control,35,Yes,No,No
ACC-2036,Kalimantan,Standard,Kalimantan-Standard,Control,36,Yes,No,No
ACC-2037,Kalimantan,Standard,Kalimantan-Standard,Control,37,Yes,No,No
ACC-2038,Kalimantan,Standard,Kalimantan-Standard,Control,38,Yes,No,No
ACC-2039,Kalimantan,Standard,Kalimantan-Standard,Control,39,Yes,No,No
ACC-2040,Kalimantan,Standard,Kalimantan-Standard,Control,40,Yes,No,No
ACC-2041,Kalimantan,Standard,Kalimantan-Standard,Control,41,Yes,No,No
ACC-2042,Kalimantan,Standard,Kalimantan-Standard,Control,42,Yes,No,No
ACC-2043,Kalimantan,Standard,Kalimantan-Standard,Control,43,Yes,No,No
ACC-2044,Kalimantan,Standard,Kalimantan-Standard,Control,44,Yes,No,No
ACC-2045,Kalimantan,Standard,Kalimantan-Standard,Control,45,Yes,No,No
ACC-2046,Kalimantan,Standard,Kalimantan-Standard,Control,46,Yes,No,No
ACC-2047,Kalimantan,Standard,Kalimantan-Standard,Control,47,Yes,No,No
ACC-2048,Kalimantan,Standard,Kalimantan-Standard,Control,48,Yes,No,No
ACC-2049,Kalimantan,Standard,Kalimantan-Standard,Control,49,Yes,No,No
ACC-2050,Kalimantan,Standard,Kalimantan-Standard,Control,50,Yes,No,No
ACC-2051,Kalimantan,Standard,Kalimantan-Standard,Control,51,Yes,No,No
ACC-2052,Kalimantan,Standard,Kalimantan-Standard,Control,52,Yes,No,No
ACC-2053,Kalimantan,Standard,Kalimantan-Standard,Control,53,Yes,No,No
ACC-2054,Kalimantan,Standard,Kalimantan-Standard,Control,54,Yes,No,No
ACC-2055,Kalimantan,Standard,Kalimantan-Standard,Control,55,Yes,No,No
ACC-2056,Kalimantan,Standard,Kalimantan-Standard,Control,56,Yes,No,No
ACC-2057,Kalimantan,Standard,Kalimantan-Standard,Control,57,Yes,No,No
ACC-2058,Kalimantan,Standard,Kalimantan-Standard,Control,58,Yes,No,No
ACC-2059,Kalimantan,Standard,Kalimantan-Standard,Control,59,Yes,No,No
ACC-2060,Kalimantan,Standard,Kalimantan-Standard,Control,60,Yes,No,No
ACC-2061,Kalimantan,Standard,Kalimantan-Standard,Control,61,Yes,No,No
ACC-2062,Kalimantan,Standard,Kalimantan-Standard,Control,62,Yes,No,No
ACC-2063,Kalimantan,Standard,Kalimantan-Standard,Control,63,Yes,No,No
ACC-2064,Kalimantan,Standard,Kalimantan-Standard,Control,64,Yes,No,No
ACC-2065,Kalimantan,Standard,Kalimantan-Standard,Control,65,Yes,No,No
ACC-2066,Kalimantan,Standard,Kalimantan-Standard,Control,66,Yes,No,No
ACC-2067,Kalimantan,Standard,Kalimantan-Standard,Control,67,Yes,No,No
ACC-2068,Kalimantan,Standard,Kalimantan-Standard,Control,68,Yes,No,No
ACC-2069,Kalimantan,Standard,Kalimantan-Standard,Control,69,Yes,No,No
ACC-2070,Kalimantan,Standard,Kalimantan-Standard,Control,70,Yes,No,No
ACC-2071,Kalimantan,Standard,Kalimantan-Standard,Control,71,Yes,No,No
ACC-2072,Kalimantan,Standard,Kalimantan-Standard,Control,72,Yes,No,No
ACC-2073,Kalimantan,Standard,Kalimantan-Standard,Control,73,Yes,No,No
ACC-2074,Kalimantan,Standard,Kalimantan-Standard,Control,74,Yes,No,No
ACC-2075,Kalimantan,Standard,Kalimantan-Standard,Control,75,Yes,No,No
ACC-2076,Kalimantan,Standard,Kalimantan-Standard,Control,76,Yes,No,No
ACC-2077,Kalimantan,Standard,Kalimantan-Standard,Control,77,Yes,No,No
ACC-2078,Kalimantan,Standard,Kalimantan-Standard,Control,78,No,No,No
ACC-2079,Kalimantan,Standard,Kalimantan-Standard,Control,79,No,No,No
ACC-2080,Kalimantan,Standard,Kalimantan-Standard,Control,80,No,No,No
ACC-2081,Kalimantan,Standard,Kalimantan-Standard,Control,81,No,No,No
ACC-2082,Kalimantan,Standard,Kalimantan-Standard,Control,82,No,No,No
ACC-2083,Kalimantan,Standard,Kalimantan-Standard,Control,83,No,No,No
ACC-2084,Kalimantan,Standard,Kalimantan-Standard,Control,84,No,No,No
ACC-2085,Kalimantan,Standard,Kalimantan-Standard,Control,85,No,No,No
ACC-2086,Kalimantan,Standard,Kalimantan-Standard,Control,86,No,No,No
ACC-2087,Kalimantan,Standard,Kalimantan-Standard,Control,87,No,No,No
ACC-2088,Kalimantan,Standard,Kalimantan-Standard,Control,88,No,No,No
ACC-2089,Kalimantan,Standard,Kalimantan-Standard,Control,89,No,No,No
ACC-2090,Kalimantan,Standard,Kalimantan-Standard,Control,90,No,No,No
ACC-2091,Kalimantan,Standard,Kalimantan-Standard,Control,91,No,No,No
ACC-2092,Kalimantan,Standard,Kalimantan-Standard,Control,92,No,No,No
ACC-2093,Kalimantan,Standard,Kalimantan-Standard,Control,93,No,No,No
ACC-2094,Kalimantan,Standard,Kalimantan-Standard,Control,94,No,No,No
ACC-2095,Kalimantan,Standard,Kalimantan-Standard,Control,95,No,No,No
ACC-2096,Kalimantan,Standard,Kalimantan-Standard,Control,96,No,No,No
ACC-2097,Kalimantan,Standard,Kalimantan-Standard,Control,97,No,No,No
ACC-2098,Kalimantan,Standard,Kalimantan-Standard,Control,98,No,No,No
ACC-2099,Kalimantan,Standard,Kalimantan-Standard,Control,99,No,No,No
ACC-2100,Kalimantan,Standard,Kalimantan-Standard,Control,100,No,No,No
ACC-2101,Kalimantan,Standard,Kalimantan-Standard,Control,101,No,No,No
ACC-2102,Kalimantan,Standard,Kalimantan-Standard,Control,102,No,No,No
ACC-2103,Kalimantan,Standard,Kalimantan-Standard,Control,103,No,No,No
ACC-2104,Kalimantan,Standard,Kalimantan-Standard,Control,104,No,No,No
ACC-2105,Kalimantan,Standard,Kalimantan-Standard,Control,105,No,No,No
ACC-2106,Kalimantan,Standard,Kalimantan-Standard,Control,106,No,No,No
ACC-2107,Kalimantan,Standard,Kalimantan-Standard,Control,107,No,No,No
ACC-2108,Kalimantan,Standard,Kalimantan-Standard,Control,108,No,No,No
ACC-2109,Kalimantan,Standard,Kalimantan-Standard,Control,109,No,No,No
ACC-2110,Kalimantan,Standard,Kalimantan-Standard,Control,110,No,No,No
ACC-2111,Kalimantan,Standard,Kalimantan-Standard,Control,111,No,No,No
ACC-2112,Kalimantan,Standard,Kalimantan-Standard,Control,112,No,No,No
ACC-2113,Kalimantan,Standard,Kalimantan-Standard,Control,113,No,No,No
ACC-2114,Kalimantan,Standard,Kalimantan-Standard,Control,114,No,No,No
ACC-2115,Kalimantan,Standard,Kalimantan-Standard,Control,115,No,No,No
ACC-2116,Kalimantan,Standard,Kalimantan-Standard,Control,116,No,No,No
ACC-2117,Kalimantan,Standard,Kalimantan-Standard,Control,117,No,No,No
ACC-2118,Kalimantan,Standard,Kalimantan-Standard,Control,118,No,No,No
ACC-2119,Kalimantan,Standard,Kalimantan-Standard,Control,119,No,No,No
ACC-2120,Kalimantan,Standard,Kalimantan-Standard,Control,120,No,No,No
ACC-2121,Kalimantan,Standard,Kalimantan-Standard,Control,121,No,No,No
ACC-2122,Kalimantan,Standard,Kalimantan-Standard,Control,122,No,No,No
ACC-2123,Kalimantan,Standard,Kalimantan-Standard,Control,123,No,No,No
ACC-2124,Kalimantan,Standard,Kalimantan-Standard,Control,124,No,No,No
ACC-2125,Kalimantan,Standard,Kalimantan-Standard,Control,125,No,No,No
ACC-2126,Kalimantan,Standard,Kalimantan-Standard,Control,126,No,No,No
ACC-2127,Kalimantan,Standard,Kalimantan-Standard,Control,127,No,No,No
ACC-2128,Kalimantan,Standard,Kalimantan-Standard,Control,128,No,No,No
ACC-2129,Kalimantan,Standard,Kalimantan-Standard,Control,129,No,No,No
ACC-2130,Kalimantan,Standard,Kalimantan-Standard,Control,130,No,No,No
ACC-2131,Kalimantan,Standard,Kalimantan-Standard,Control,131,No,No,No
ACC-2132,Kalimantan,Standard,Kalimantan-Standard,Control,132,No,No,No
ACC-2133,Kalimantan,Standard,Kalimantan-Standard,Control,133,No,No,No
ACC-2134,Kalimantan,Standard,Kalimantan-Standard,Control,134,No,No,No
ACC-2135,Kalimantan,Standard,Kalimantan-Standard,Control,135,No,No,No
ACC-2136,Kalimantan,Standard,Kalimantan-Standard,Control,136,No,No,No
ACC-2137,Kalimantan,Standard,Kalimantan-Standard,Control,137,No,No,No
ACC-2138,Kalimantan,Standard,Kalimantan-Standard,Control,138,No,No,No
ACC-2139,Kalimantan,Standard,Kalimantan-Standard,Control,139,No,No,No
ACC-2140,Kalimantan,Standard,Kalimantan-Standard,Control,140,No,No,No
ACC-2141,Kalimantan,Standard,Kalimantan-Standard,Control,141,No,No,No
ACC-2142,Kalimantan,Standard,Kalimantan-Standard,Control,142,No,No,No
ACC-2143,Kalimantan,Standard,Kalimantan-Standard,Control,143,No,No,No
ACC-2144,Kalimantan,Standard,Kalimantan-Standard,Control,144,No,No,No
ACC-2145,Kalimantan,Standard,Kalimantan-Standard,Control,145,No,No,No
ACC-2146,Kalimantan,Standard,Kalimantan-Standard,Control,146,No,No,No
ACC-2147,Kalimantan,Standard,Kalimantan-Standard,Control,147,No,No,No
ACC-2148,Kalimantan,Standard,Kalimantan-Standard,Control,148,No,No,No
ACC-2149,Kalimantan,Standard,Kalimantan-Standard,Control,149,No,No,No
ACC-2150,Kalimantan,Standard,Kalimantan-Standard,Control,150,No,No,No
ACC-2151,Kalimantan,Standard,Kalimantan-Standard,Control,151,No,No,No
ACC-2152,Kalimantan,Standard,Kalimantan-Standard,Control,152,No,No,No
ACC-2153,Kalimantan,Standard,Kalimantan-Standard,Control,153,No,No,No
ACC-2154,Kalimantan,Standard,Kalimantan-Standard,Control,154,No,No,No
ACC-2155,Kalimantan,Standard,Kalimantan-Standard,Control,155,No,No,No
ACC-2156,Kalimantan,Standard,Kalimantan-Standard,Control,156,No,No,No
ACC-2157,Kalimantan,Standard,Kalimantan-Standard,Control,157,No,No,No
ACC-2158,Kalimantan,Standard,Kalimantan-Standard,Control,158,No,No,No
ACC-2159,Kalimantan,Standard,Kalimantan-Standard,Control,159,No,No,No
ACC-2160,Kalimantan,Standard,Kalimantan-Standard,Control,160,No,No,No
ACC-2161,Kalimantan,Standard,Kalimantan-Standard,Control,161,No,No,No
ACC-2162,Kalimantan,Standard,Kalimantan-Standard,Control,162,No,No,No
ACC-2163,Kalimantan,Standard,Kalimantan-Standard,Control,163,No,No,No
ACC-2164,Kalimantan,Standard,Kalimantan-Standard,Control,164,No,No,No
ACC-2165,Kalimantan,Standard,Kalimantan-Standard,Control,165,No,No,No
ACC-2166,Kalimantan,Standard,Kalimantan-Standard,Control,166,No,No,No
ACC-2167,Kalimantan,Standard,Kalimantan-Standard,Control,167,No,No,No
ACC-2168,Kalimantan,Standard,Kalimantan-Standard,Control,168,No,No,No
ACC-2169,Kalimantan,Standard,Kalimantan-Standard,Control,169,No,No,No
ACC-2170,Kalimantan,Standard,Kalimantan-Standard,Control,170,No,No,No
ACC-2171,Kalimantan,Standard,Kalimantan-Standard,Control,171,No,No,No
ACC-2172,Kalimantan,Standard,Kalimantan-Standard,Control,172,No,No,No
ACC-2173,Kalimantan,Standard,Kalimantan-Standard,Control,173,No,No,No
ACC-2174,Kalimantan,Standard,Kalimantan-Standard,Control,174,No,No,No
ACC-2175,Kalimantan,Standard,Kalimantan-Standard,Control,175,No,No,No
ACC-2176,Kalimantan,Standard,Kalimantan-Standard,Control,176,No,No,No
ACC-2177,Kalimantan,Standard,Kalimantan-Standard,Control,177,No,No,No
ACC-2178,Kalimantan,Standard,Kalimantan-Standard,Control,178,No,No,No
ACC-2179,Kalimantan,Standard,Kalimantan-Standard,Control,179,No,No,No
ACC-2180,Kalimantan,Standard,Kalimantan-Standard,Control,180,No,No,No
ACC-2181,Kalimantan,Standard,Kalimantan-Standard,Control,181,No,No,No
ACC-2182,Kalimantan,Standard,Kalimantan-Standard,Control,182,No,No,No
ACC-2183,Kalimantan,Standard,Kalimantan-Standard,Control,183,No,No,No
ACC-2184,Kalimantan,Standard,Kalimantan-Standard,Control,184,No,No,No
ACC-2185,Kalimantan,Standard,Kalimantan-Standard,Control,185,No,No,No
ACC-2186,Kalimantan,Standard,Kalimantan-Standard,Control,186,No,No,No
ACC-2187,Kalimantan,Standard,Kalimantan-Standard,Control,187,No,No,No
ACC-2188,Kalimantan,Standard,Kalimantan-Standard,Control,188,No,No,No
ACC-2189,Kalimantan,Standard,Kalimantan-Standard,Control,189,No,No,No
ACC-2190,Kalimantan,Standard,Kalimantan-Standard,Control,190,No,No,No
ACC-2191,Kalimantan,Standard,Kalimantan-Standard,Control,191,No,No,No
ACC-2192,Kalimantan,Standard,Kalimantan-Standard,Control,192,No,No,No
ACC-2193,Kalimantan,Standard,Kalimantan-Standard,Control,193,No,No,No
ACC-2194,Kalimantan,Standard,Kalimantan-Standard,Control,194,No,No,No
ACC-2195,Kalimantan,Standard,Kalimantan-Standard,Control,195,No,No,No
ACC-2196,Kalimantan,Standard,Kalimantan-Standard,Control,196,No,No,No
ACC-2197,Kalimantan,Standard,Kalimantan-Standard,Control,197,No,No,No
ACC-2198,Kalimantan,Standard,Kalimantan-Standard,Control,198,No,No,No
ACC-2199,Kalimantan,Standard,Kalimantan-Standard,Control,199,No,No,No
ACC-2200,Kalimantan,Standard,Kalimantan-Standard,Control,200,No,No,No
ACC-2201,Kalimantan,Standard,Kalimantan-Standard,Control,201,No,No,No
ACC-2202,Kalimantan,Standard,Kalimantan-Standard,Control,202,No,No,No
ACC-2203,Kalimantan,Standard,Kalimantan-Standard,Control,203,No,No,No
ACC-2204,Kalimantan,Standard,Kalimantan-Standard,Control,204,No,No,No
ACC-2205,Kalimantan,Standard,Kalimantan-Standard,Control,205,No,No,No
ACC-2206,Kalimantan,Standard,Kalimantan-Standard,Control,206,No,No,No
ACC-2207,Kalimantan,Standard,Kalimantan-Standard,Control,207,No,No,No
ACC-2208,Kalimantan,Standard,Kalimantan-Standard,Control,208,No,No,No
ACC-2209,Kalimantan,Standard,Kalimantan-Standard,Control,209,No,No,No
ACC-2210,Kalimantan,Standard,Kalimantan-Standard,Control,210,No,No,No
ACC-2211,Kalimantan,Standard,Kalimantan-Standard,Control,211,No,No,No
ACC-2212,Kalimantan,Standard,Kalimantan-Standard,Control,212,No,No,No
ACC-2213,Kalimantan,Standard,Kalimantan-Standard,Control,213,No,No,No
ACC-2214,Kalimantan,Standard,Kalimantan-Standard,Control,214,No,No,No
ACC-2215,Kalimantan,Standard,Kalimantan-Standard,Control,215,No,No,No
ACC-2216,Kalimantan,Standard,Kalimantan-Standard,Control,216,No,No,No
ACC-2217,Kalimantan,Standard,Kalimantan-Standard,Control,217,No,No,No
ACC-2218,Kalimantan,Standard,Kalimantan-Standard,Control,218,No,No,No
ACC-2219,Kalimantan,Standard,Kalimantan-Standard,Control,219,No,No,No
ACC-2220,Kalimantan,Standard,Kalimantan-Standard,Control,220,No,No,No
ACC-2221,Kalimantan,Standard,Kalimantan-Standard,Control,221,No,No,No
ACC-2222,Kalimantan,Standard,Kalimantan-Standard,Control,222,No,No,No
ACC-2223,Kalimantan,Standard,Kalimantan-Standard,Control,223,No,No,No
ACC-2224,Kalimantan,Standard,Kalimantan-Standard,Control,224,No,No,No
ACC-2225,Kalimantan,Standard,Kalimantan-Standard,Control,225,No,No,No
ACC-2226,Kalimantan,Standard,Kalimantan-Standard,Control,226,No,No,No
ACC-2227,Kalimantan,Standard,Kalimantan-Standard,Control,227,No,No,No
ACC-2228,Kalimantan,Standard,Kalimantan-Standard,Control,228,No,No,No
ACC-2229,Kalimantan,Standard,Kalimantan-Standard,Control,229,No,No,No
ACC-2230,Kalimantan,Standard,Kalimantan-Standard,Control,230,No,No,No
ACC-2231,Kalimantan,Standard,Kalimantan-Standard,Control,231,No,No,No
ACC-2232,Kalimantan,Standard,Kalimantan-Standard,Control,232,No,No,No
ACC-2233,Kalimantan,Standard,Kalimantan-Standard,Control,233,No,No,No
ACC-2234,Kalimantan,Standard,Kalimantan-Standard,Control,234,No,No,No
ACC-2235,Kalimantan,Standard,Kalimantan-Standard,Control,235,No,No,No
ACC-2236,Kalimantan,Standard,Kalimantan-Standard,Control,236,No,No,No
ACC-2237,Kalimantan,Standard,Kalimantan-Standard,Control,237,No,No,No
ACC-2238,Kalimantan,Standard,Kalimantan-Standard,Control,238,No,No,No
ACC-2239,Kalimantan,Standard,Kalimantan-Standard,Control,239,No,No,No
ACC-2240,Kalimantan,Standard,Kalimantan-Standard,Control,240,No,No,No
ACC-2241,Kalimantan,Standard,Kalimantan-Standard,Control,241,No,No,No
ACC-2242,Kalimantan,Standard,Kalimantan-Standard,Control,242,No,No,No
ACC-2243,Kalimantan,Standard,Kalimantan-Standard,Control,243,No,No,No
ACC-2244,Kalimantan,Standard,Kalimantan-Standard,Control,244,No,No,No
ACC-2245,Kalimantan,Standard,Kalimantan-Standard,Control,245,No,No,No
ACC-2246,Kalimantan,Standard,Kalimantan-Standard,Control,246,No,No,No
ACC-2247,Kalimantan,Standard,Kalimantan-Standard,Control,247,No,No,No
ACC-2248,Kalimantan,Standard,Kalimantan-Standard,Control,248,No,No,No
ACC-2249,Kalimantan,Standard,Kalimantan-Standard,Control,249,No,No,No
ACC-2250,Kalimantan,Standard,Kalimantan-Standard,Control,250,No,No,No
ACC-2251,Kalimantan,Standard,Kalimantan-Standard,Treatment,1,Yes,Yes,No
ACC-2252,Kalimantan,Standard,Kalimantan-Standard,Treatment,2,Yes,Yes,No
ACC-2253,Kalimantan,Standard,Kalimantan-Standard,Treatment,3,Yes,Yes,No
ACC-2254,Kalimantan,Standard,Kalimantan-Standard,Treatment,4,Yes,Yes,No
ACC-2255,Kalimantan,Standard,Kalimantan-Standard,Treatment,5,Yes,Yes,No
ACC-2256,Kalimantan,Standard,Kalimantan-Standard,Treatment,6,Yes,Yes,No
ACC-2257,Kalimantan,Standard,Kalimantan-Standard,Treatment,7,Yes,Yes,No
ACC-2258,Kalimantan,Standard,Kalimantan-Standard,Treatment,8,Yes,Yes,No
ACC-2259,Kalimantan,Standard,Kalimantan-Standard,Treatment,9,Yes,No,Yes
ACC-2260,Kalimantan,Standard,Kalimantan-Standard,Treatment,10,Yes,No,Yes
ACC-2261,Kalimantan,Standard,Kalimantan-Standard,Treatment,11,Yes,No,Yes
ACC-2262,Kalimantan,Standard,Kalimantan-Standard,Treatment,12,Yes,No,Yes
ACC-2263,Kalimantan,Standard,Kalimantan-Standard,Treatment,13,Yes,No,Yes
ACC-2264,Kalimantan,Standard,Kalimantan-Standard,Treatment,14,Yes,No,Yes
ACC-2265,Kalimantan,Standard,Kalimantan-Standard,Treatment,15,Yes,No,Yes
ACC-2266,Kalimantan,Standard,Kalimantan-Standard,Treatment,16,Yes,No,No
ACC-2267,Kalimantan,Standard,Kalimantan-Standard,Treatment,17,Yes,No,No
ACC-2268,Kalimantan,Standard,Kalimantan-Standard,Treatment,18,Yes,No,No
ACC-2269,Kalimantan,Standard,Kalimantan-Standard,Treatment,19,Yes,No,No
ACC-2270,Kalimantan,Standard,Kalimantan-Standard,Treatment,20,Yes,No,No
ACC-2271,Kalimantan,Standard,Kalimantan-Standard,Treatment,21,Yes,No,No
ACC-2272,Kalimantan,Standard,Kalimantan-Standard,Treatment,22,Yes,No,No
ACC-2273,Kalimantan,Standard,Kalimantan-Standard,Treatment,23,Yes,No,No
ACC-2274,Kalimantan,Standard,Kalimantan-Standard,Treatment,24,Yes,No,No
ACC-2275,Kalimantan,Standard,Kalimantan-Standard,Treatment,25,Yes,No,No
ACC-2276,Kalimantan,Standard,Kalimantan-Standard,Treatment,26,Yes,No,No
ACC-2277,Kalimantan,Standard,Kalimantan-Standard,Treatment,27,Yes,No,No
ACC-2278,Kalimantan,Standard,Kalimantan-Standard,Treatment,28,Yes,No,No
ACC-2279,Kalimantan,Standard,Kalimantan-Standard,Treatment,29,Yes,No,No
ACC-2280,Kalimantan,Standard,Kalimantan-Standard,Treatment,30,Yes,No,No
ACC-2281,Kalimantan,Standard,Kalimantan-Standard,Treatment,31,Yes,No,No
ACC-2282,Kalimantan,Standard,Kalimantan-Standard,Treatment,32,Yes,No,No
ACC-2283,Kalimantan,Standard,Kalimantan-Standard,Treatment,33,Yes,No,No
ACC-2284,Kalimantan,Standard,Kalimantan-Standard,Treatment,34,Yes,No,No
ACC-2285,Kalimantan,Standard,Kalimantan-Standard,Treatment,35,Yes,No,No
ACC-2286,Kalimantan,Standard,Kalimantan-Standard,Treatment,36,Yes,No,No
ACC-2287,Kalimantan,Standard,Kalimantan-Standard,Treatment,37,Yes,No,No
ACC-2288,Kalimantan,Standard,Kalimantan-Standard,Treatment,38,Yes,No,No
ACC-2289,Kalimantan,Standard,Kalimantan-Standard,Treatment,39,Yes,No,No
ACC-2290,Kalimantan,Standard,Kalimantan-Standard,Treatment,40,Yes,No,No
ACC-2291,Kalimantan,Standard,Kalimantan-Standard,Treatment,41,Yes,No,No
ACC-2292,Kalimantan,Standard,Kalimantan-Standard,Treatment,42,Yes,No,No
ACC-2293,Kalimantan,Standard,Kalimantan-Standard,Treatment,43,Yes,No,No
ACC-2294,Kalimantan,Standard,Kalimantan-Standard,Treatment,44,Yes,No,No
ACC-2295,Kalimantan,Standard,Kalimantan-Standard,Treatment,45,Yes,No,No
ACC-2296,Kalimantan,Standard,Kalimantan-Standard,Treatment,46,Yes,No,No
ACC-2297,Kalimantan,Standard,Kalimantan-Standard,Treatment,47,Yes,No,No
ACC-2298,Kalimantan,Standard,Kalimantan-Standard,Treatment,48,Yes,No,No
ACC-2299,Kalimantan,Standard,Kalimantan-Standard,Treatment,49,Yes,No,No
ACC-2300,Kalimantan,Standard,Kalimantan-Standard,Treatment,50,Yes,No,No
ACC-2301,Kalimantan,Standard,Kalimantan-Standard,Treatment,51,Yes,No,No
ACC-2302,Kalimantan,Standard,Kalimantan-Standard,Treatment,52,Yes,No,No
ACC-2303,Kalimantan,Standard,Kalimantan-Standard,Treatment,53,Yes,No,No
ACC-2304,Kalimantan,Standard,Kalimantan-Standard,Treatment,54,Yes,No,No
ACC-2305,Kalimantan,Standard,Kalimantan-Standard,Treatment,55,Yes,No,No
ACC-2306,Kalimantan,Standard,Kalimantan-Standard,Treatment,56,Yes,No,No
ACC-2307,Kalimantan,Standard,Kalimantan-Standard,Treatment,57,Yes,No,No
ACC-2308,Kalimantan,Standard,Kalimantan-Standard,Treatment,58,Yes,No,No
ACC-2309,Kalimantan,Standard,Kalimantan-Standard,Treatment,59,Yes,No,No
ACC-2310,Kalimantan,Standard,Kalimantan-Standard,Treatment,60,Yes,No,No
ACC-2311,Kalimantan,Standard,Kalimantan-Standard,Treatment,61,Yes,No,No
ACC-2312,Kalimantan,Standard,Kalimantan-Standard,Treatment,62,Yes,No,No
ACC-2313,Kalimantan,Standard,Kalimantan-Standard,Treatment,63,Yes,No,No
ACC-2314,Kalimantan,Standard,Kalimantan-Standard,Treatment,64,Yes,No,No
ACC-2315,Kalimantan,Standard,Kalimantan-Standard,Treatment,65,Yes,No,No
ACC-2316,Kalimantan,Standard,Kalimantan-Standard,Treatment,66,Yes,No,No
ACC-2317,Kalimantan,Standard,Kalimantan-Standard,Treatment,67,Yes,No,No
ACC-2318,Kalimantan,Standard,Kalimantan-Standard,Treatment,68,Yes,No,No
ACC-2319,Kalimantan,Standard,Kalimantan-Standard,Treatment,69,Yes,No,No
ACC-2320,Kalimantan,Standard,Kalimantan-Standard,Treatment,70,Yes,No,No
ACC-2321,Kalimantan,Standard,Kalimantan-Standard,Treatment,71,Yes,No,No
ACC-2322,Kalimantan,Standard,Kalimantan-Standard,Treatment,72,Yes,No,No
ACC-2323,Kalimantan,Standard,Kalimantan-Standard,Treatment,73,Yes,No,No
ACC-2324,Kalimantan,Standard,Kalimantan-Standard,Treatment,74,Yes,No,No
ACC-2325,Kalimantan,Standard,Kalimantan-Standard,Treatment,75,Yes,No,No
ACC-2326,Kalimantan,Standard,Kalimantan-Standard,Treatment,76,Yes,No,No
ACC-2327,Kalimantan,Standard,Kalimantan-Standard,Treatment,77,Yes,No,No
ACC-2328,Kalimantan,Standard,Kalimantan-Standard,Treatment,78,Yes,No,No
ACC-2329,Kalimantan,Standard,Kalimantan-Standard,Treatment,79,Yes,No,No
ACC-2330,Kalimantan,Standard,Kalimantan-Standard,Treatment,80,Yes,No,No
ACC-2331,Kalimantan,Standard,Kalimantan-Standard,Treatment,81,Yes,No,No
ACC-2332,Kalimantan,Standard,Kalimantan-Standard,Treatment,82,Yes,No,No
ACC-2333,Kalimantan,Standard,Kalimantan-Standard,Treatment,83,Yes,No,No
ACC-2334,Kalimantan,Standard,Kalimantan-Standard,Treatment,84,Yes,No,No
ACC-2335,Kalimantan,Standard,Kalimantan-Standard,Treatment,85,Yes,No,No
ACC-2336,Kalimantan,Standard,Kalimantan-Standard,Treatment,86,No,No,No
ACC-2337,Kalimantan,Standard,Kalimantan-Standard,Treatment,87,No,No,No
ACC-2338,Kalimantan,Standard,Kalimantan-Standard,Treatment,88,No,No,No
ACC-2339,Kalimantan,Standard,Kalimantan-Standard,Treatment,89,No,No,No
ACC-2340,Kalimantan,Standard,Kalimantan-Standard,Treatment,90,No,No,No
ACC-2341,Kalimantan,Standard,Kalimantan-Standard,Treatment,91,No,No,No
ACC-2342,Kalimantan,Standard,Kalimantan-Standard,Treatment,92,No,No,No
ACC-2343,Kalimantan,Standard,Kalimantan-Standard,Treatment,93,No,No,No
ACC-2344,Kalimantan,Standard,Kalimantan-Standard,Treatment,94,No,No,No
ACC-2345,Kalimantan,Standard,Kalimantan-Standard,Treatment,95,No,No,No
ACC-2346,Kalimantan,Standard,Kalimantan-Standard,Treatment,96,No,No,No
ACC-2347,Kalimantan,Standard,Kalimantan-Standard,Treatment,97,No,No,No
ACC-2348,Kalimantan,Standard,Kalimantan-Standard,Treatment,98,No,No,No
ACC-2349,Kalimantan,Standard,Kalimantan-Standard,Treatment,99,No,No,No
ACC-2350,Kalimantan,Standard,Kalimantan-Standard,Treatment,100,No,No,No
ACC-2351,Kalimantan,Standard,Kalimantan-Standard,Treatment,101,No,No,No
ACC-2352,Kalimantan,Standard,Kalimantan-Standard,Treatment,102,No,No,No
ACC-2353,Kalimantan,Standard,Kalimantan-Standard,Treatment,103,No,No,No
ACC-2354,Kalimantan,Standard,Kalimantan-Standard,Treatment,104,No,No,No
ACC-2355,Kalimantan,Standard,Kalimantan-Standard,Treatment,105,No,No,No
ACC-2356,Kalimantan,Standard,Kalimantan-Standard,Treatment,106,No,No,No
ACC-2357,Kalimantan,Standard,Kalimantan-Standard,Treatment,107,No,No,No
ACC-2358,Kalimantan,Standard,Kalimantan-Standard,Treatment,108,No,No,No
ACC-2359,Kalimantan,Standard,Kalimantan-Standard,Treatment,109,No,No,No
ACC-2360,Kalimantan,Standard,Kalimantan-Standard,Treatment,110,No,No,No
ACC-2361,Kalimantan,Standard,Kalimantan-Standard,Treatment,111,No,No,No
