shipment_id,prediction_date,split,route_distance_km,port_congestion_index,fragile_product,actual_late,true_late_probability,train_prevalence_baseline,raw_probability,calibrated_probability,raw_predicted_late,calibrated_predicted_late,raw_brier_contribution,calibrated_brier_contribution
S47-0453,2024-03-28,train,534.2,0.241,0,0,0.121917,0.290000,0.068318,0.219149,0,0,0.004667,0.048026
S47-0454,2024-03-29,train,771.5,0.205,0,0,0.202539,0.290000,0.256669,0.335890,0,0,0.065879,0.112822
S47-0455,2024-03-30,train,865.4,0.239,1,1,0.478314,0.290000,0.469082,0.495636,0,0,0.281874,0.254383
S47-0456,2024-03-31,train,837.4,0.580,0,1,0.488052,0.290000,0.594042,0.592254,1,1,0.164802,0.166256
S47-0457,2024-04-01,train,640.1,0.461,0,0,0.269591,0.290000,0.114131,0.244646,0,0,0.013026,0.059852
S47-0458,2024-04-02,train,571.3,0.524,0,0,0.266178,0.290000,0.079210,0.225033,0,0,0.006274,0.050640
S47-0459,2024-04-03,train,604.4,0.679,0,1,0.389408,0.290000,0.429725,0.464927,0,0,0.325213,0.286303
S47-0460,2024-04-04,train,674.1,0.249,1,1,0.347352,0.290000,0.278424,0.351230,0,0,0.520672,0.420902
S47-0461,2024-04-05,train,862.9,0.054,0,0,0.175187,0.290000,0.037819,0.203267,0,0,0.001430,0.041317
S47-0462,2024-04-06,train,732.2,0.510,0,1,0.360453,0.290000,0.395561,0.438475,0,0,0.365347,0.315310
S47-0463,2024-04-07,train,786.5,0.504,0,0,0.394485,0.290000,0.354715,0.407315,0,0,0.125823,0.165906
S47-0464,2024-04-08,train,720.4,0.240,0,0,0.194850,0.290000,0.132973,0.255697,0,0,0.017682,0.065381
S47-0465,2024-04-09,train,705.4,0.509,1,1,0.560502,0.290000,0.758439,0.708345,1,1,0.058352,0.085063
S47-0466,2024-04-10,train,504.3,0.462,1,1,0.377282,0.290000,0.319835,0.381274,0,0,0.462624,0.382822
S47-0467,2024-04-11,train,805.8,0.192,0,0,0.213056,0.290000,0.197332,0.295836,0,0,0.038940,0.087519
S47-0468,2024-04-12,train,545.9,0.314,0,0,0.151833,0.290000,0.108169,0.241217,0,0,0.011700,0.058186
S47-0469,2024-04-13,train,657.3,0.517,0,1,0.314945,0.290000,0.193462,0.293321,0,0,0.650503,0.499395
S47-0470,2024-04-14,train,550.8,0.201,0,0,0.114599,0.290000,0.103768,0.238707,0,0,0.010768,0.056981
S47-0471,2024-04-15,train,177.4,0.054,0,0,0.026447,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0472,2024-04-16,train,601.7,0.521,0,1,0.282539,0.290000,0.267762,0.343672,0,0,0.536172,0.430767
S47-0473,2024-04-17,train,734.2,0.613,0,0,0.435757,0.290000,0.391867,0.435633,0,0,0.153560,0.189777
S47-0474,2024-04-18,train,334.6,0.044,1,0,0.094132,0.290000,0.028947,0.198811,0,0,0.000838,0.039526
S47-0475,2024-04-19,train,774.5,0.375,1,0,0.512123,0.290000,0.214149,0.306907,0,0,0.045860,0.094192
S47-0476,2024-04-20,train,959.4,0.396,1,1,0.660652,0.290000,0.567692,0.572216,1,1,0.186890,0.182999
S47-0477,2024-04-21,train,677.9,0.463,0,1,0.293738,0.290000,0.248488,0.330208,0,0,0.564771,0.448622
S47-0478,2024-04-22,train,983.5,0.718,1,1,0.846122,0.290000,0.970789,0.825111,1,1,0.000853,0.030586
S47-0479,2024-04-23,train,983.0,0.572,0,0,0.590250,0.290000,0.490006,0.511992,0,1,0.240106,0.262136
S47-0480,2024-04-24,train,543.3,0.757,1,1,0.622671,0.290000,0.578085,0.580151,1,1,0.178013,0.176273
S47-0481,2024-04-25,train,409.0,0.436,1,0,0.296296,0.290000,0.083365,0.227307,0,0,0.006950,0.051668
S47-0482,2024-04-26,train,448.3,0.799,0,0,0.363987,0.290000,0.112054,0.243448,0,0,0.012556,0.059267
S47-0483,2024-04-27,train,715.0,0.201,0,0,0.174798,0.290000,0.125230,0.251116,0,0,0.015683,0.063059
S47-0484,2024-04-28,train,235.3,0.713,0,1,0.189218,0.290000,0.233607,0.319999,0,0,0.587358,0.462402
S47-0485,2024-04-29,train,734.9,0.342,0,0,0.255536,0.290000,0.270806,0.345821,0,0,0.073336,0.119592
S47-0486,2024-04-30,train,781.2,0.600,0,0,0.460980,0.290000,0.419662,0.457108,0,0,0.176116,0.208948
S47-0487,2024-05-01,train,178.2,0.204,0,0,0.040958,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0488,2024-05-02,train,398.6,0.137,0,0,0.063376,0.290000,0.018699,0.193756,0,0,0.000350,0.037541
S47-0489,2024-05-03,train,804.0,0.499,1,1,0.624572,0.290000,0.768823,0.715007,1,1,0.053443,0.081221
S47-0490,2024-05-04,train,777.2,0.281,0,0,0.245011,0.290000,0.195708,0.294779,0,0,0.038302,0.086895
S47-0491,2024-05-05,train,309.5,0.544,0,0,0.149376,0.290000,0.008337,0.188744,0,0,0.000070,0.035624
S47-0492,2024-05-06,train,533.9,0.643,1,1,0.532629,0.290000,0.563491,0.568997,1,1,0.190540,0.185763
S47-0493,2024-05-07,train,715.8,0.498,0,0,0.341054,0.290000,0.157594,0.270622,0,0,0.024836,0.073236
S47-0494,2024-05-08,train,625.0,0.349,0,0,0.201330,0.290000,0.045361,0.207113,0,0,0.002058,0.042896
S47-0495,2024-05-09,train,462.1,0.702,0,0,0.308381,0.290000,0.054246,0.211713,0,0,0.002943,0.044822
S47-0496,2024-05-10,train,379.1,0.207,0,0,0.072986,0.290000,0.013253,0.191110,0,0,0.000176,0.036523
S47-0497,2024-05-11,train,732.1,0.569,0,0,0.402105,0.290000,0.232189,0.319035,0,0,0.053912,0.101783
S47-0498,2024-05-12,train,519.7,0.596,0,0,0.278302,0.290000,0.084500,0.227931,0,0,0.007140,0.051953
S47-0499,2024-05-13,train,641.4,0.545,0,0,0.322829,0.290000,0.105125,0.239479,0,0,0.011051,0.057350
S47-0500,2024-05-14,train,724.1,0.525,1,1,0.585963,0.290000,0.730265,0.689816,1,1,0.072757,0.096214
S47-0501,2024-05-15,train,787.4,0.391,0,0,0.317605,0.290000,0.370888,0.419579,0,0,0.137558,0.176046
S47-0502,2024-05-16,train,305.0,0.206,0,0,0.059134,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0503,2024-05-17,train,822.0,0.652,0,1,0.530462,0.290000,0.572693,0.576039,1,1,0.182591,0.179743
S47-0504,2024-05-18,train,870.8,0.548,0,0,0.489102,0.290000,0.271880,0.346582,0,0,0.073919,0.120119
S47-0505,2024-05-19,train,539.5,0.441,1,0,0.387342,0.290000,0.178445,0.283682,0,0,0.031843,0.080476
S47-0506,2024-05-20,train,813.1,0.277,1,0,0.467620,0.290000,0.266551,0.342818,0,0,0.071050,0.117524
S47-0507,2024-05-21,train,462.5,0.402,0,0,0.153618,0.290000,0.054326,0.211754,0,0,0.002951,0.044840
S47-0508,2024-05-22,train,685.2,0.558,1,1,0.581662,0.290000,0.731679,0.690761,1,1,0.071996,0.095629
S47-0509,2024-05-23,train,679.3,0.490,0,0,0.311718,0.290000,0.178643,0.283808,0,0,0.031913,0.080547
S47-0510,2024-05-24,train,744.2,0.785,1,0,0.766312,0.290000,0.821921,0.747602,1,1,0.675553,0.558908
S47-0511,2024-05-25,train,270.5,0.377,0,0,0.086471,0.290000,0.017260,0.193054,0,0,0.000298,0.037270
S47-0512,2024-05-26,train,641.3,0.469,0,0,0.275060,0.290000,0.058804,0.214101,0,0,0.003458,0.045839
S47-0513,2024-05-27,train,439.2,0.270,0,0,0.102257,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0514,2024-05-28,train,375.6,0.188,1,0,0.153268,0.290000,0.031713,0.200192,0,0,0.001006,0.040077
S47-0515,2024-05-29,train,265.0,0.617,0,0,0.160569,0.290000,0.043115,0.205962,0,0,0.001859,0.042420
S47-0516,2024-05-30,train,607.7,0.432,0,0,0.234890,0.290000,0.181323,0.285515,0,0,0.032878,0.081519
S47-0517,2024-05-31,train,321.6,0.500,0,0,0.137620,0.290000,0.022283,0.195512,0,0,0.000497,0.038225
S47-0518,2024-06-01,train,754.5,0.708,0,0,0.521861,0.290000,0.340306,0.396485,0,0,0.115808,0.157200
S47-0519,2024-06-02,train,559.9,0.265,0,1,0.138799,0.290000,0.214144,0.306903,0,0,0.617570,0.480384
S47-0520,2024-06-03,train,622.3,0.399,0,1,0.225116,0.290000,0.284096,0.355282,0,0,0.512519,0.415661
S47-0521,2024-06-04,train,621.5,0.443,0,1,0.248524,0.290000,0.290203,0.359668,0,0,0.503812,0.410024
S47-0522,2024-06-05,train,350.8,0.694,0,0,0.237651,0.290000,0.103043,0.238296,0,0,0.010618,0.056785
S47-0523,2024-06-06,train,781.8,0.781,0,0,0.595897,0.290000,0.400240,0.442081,0,0,0.160192,0.195435
S47-0524,2024-06-07,train,406.4,0.245,0,0,0.087400,0.290000,0.019385,0.194091,0,0,0.000376,0.037671
S47-0525,2024-06-08,train,452.0,0.672,1,0,0.493000,0.290000,0.129034,0.253359,0,0,0.016650,0.064191
S47-0526,2024-06-09,train,644.4,0.636,0,0,0.387271,0.290000,0.241927,0.325686,0,0,0.058529,0.106072
S47-0527,2024-06-10,train,659.0,0.482,0,0,0.293800,0.290000,0.030219,0.199445,0,0,0.000913,0.039778
S47-0528,2024-06-11,train,310.0,0.294,0,0,0.076704,0.290000,0.029007,0.198841,0,0,0.000841,0.039538
S47-0529,2024-06-12,train,772.3,0.420,0,0,0.326711,0.290000,0.221225,0.311633,0,0,0.048941,0.097115
S47-0530,2024-06-13,train,691.5,0.278,0,0,0.199168,0.290000,0.098583,0.235773,0,0,0.009719,0.055589
S47-0531,2024-06-14,train,663.0,0.250,1,0,0.340515,0.290000,0.113647,0.244366,0,0,0.012916,0.059715
S47-0532,2024-06-15,train,321.8,0.494,0,0,0.135568,0.290000,0.022924,0.195828,0,0,0.000526,0.038349
S47-0533,2024-06-16,train,510.3,0.162,0,0,0.092532,0.290000,0.042125,0.205456,0,0,0.001775,0.042212
S47-0534,2024-06-17,train,668.6,0.613,0,1,0.388125,0.290000,0.277164,0.350333,0,0,0.522492,0.422068
S47-0535,2024-06-18,train,637.2,0.496,1,1,0.499900,0.290000,0.671223,0.648997,1,1,0.108094,0.123203
S47-0536,2024-06-19,train,478.1,0.335,1,0,0.276738,0.290000,0.098010,0.235451,0,0,0.009606,0.055437
S47-0537,2024-06-20,train,575.9,0.561,0,0,0.291254,0.290000,0.052372,0.210736,0,0,0.002743,0.044410
S47-0538,2024-06-21,train,673.0,0.403,1,0,0.457106,0.290000,0.278659,0.351398,0,0,0.077651,0.123481
S47-0539,2024-06-22,train,223.2,0.473,0,0,0.098731,0.290000,0.009316,0.189213,0,0,0.000087,0.035802
S47-0540,2024-06-23,train,484.3,0.792,0,0,0.384356,0.290000,0.087492,0.229582,0,0,0.007655,0.052708
S47-0541,2024-06-24,train,477.6,0.375,1,0,0.301072,0.290000,0.059433,0.214432,0,0,0.003532,0.045981
S47-0542,2024-06-25,train,296.7,0.475,0,0,0.120797,0.290000,0.008182,0.188670,0,0,0.000067,0.035596
S47-0543,2024-06-26,train,836.6,0.614,1,1,0.721477,0.290000,0.950370,0.815705,1,1,0.002463,0.033965
S47-0544,2024-06-27,train,176.5,0.800,1,1,0.384498,0.290000,0.207699,0.302633,0,0,0.627741,0.486321
S47-0545,2024-06-28,train,473.0,0.225,1,0,0.213157,0.290000,0.009613,0.189356,0,0,0.000092,0.035856
S47-0546,2024-06-29,train,685.5,0.139,1,0,0.283635,0.290000,0.240442,0.324667,0,0,0.057812,0.105409
S47-0547,2024-06-30,train,740.3,0.188,0,0,0.180184,0.290000,0.262990,0.340314,0,0,0.069164,0.115813
S47-0548,2024-07-01,train,755.3,0.093,1,0,0.298364,0.290000,0.142765,0.261567,0,0,0.020382,0.068417
S47-0549,2024-07-02,train,680.0,0.403,0,0,0.259033,0.290000,0.275503,0.349152,0,0,0.075902,0.121907
S47-0550,2024-07-03,train,606.7,0.580,0,0,0.323026,0.290000,0.175983,0.282121,0,0,0.030970,0.079592
S47-0551,2024-07-04,train,551.0,0.077,1,0,0.180051,0.290000,0.094185,0.233304,0,0,0.008871,0.054431
S47-0552,2024-07-05,train,763.5,0.284,1,1,0.435978,0.290000,0.383265,0.429032,0,0,0.380362,0.326004
S47-0553,2024-07-06,train,973.3,0.568,1,1,0.772749,0.290000,0.935470,0.808598,1,1,0.004164,0.036635
S47-0554,2024-07-07,train,392.5,0.560,0,0,0.191159,0.290000,0.077320,0.224004,0,0,0.005978,0.050178
S47-0555,2024-07-08,train,461.0,0.723,0,0,0.321257,0.290000,0.118099,0.246946,0,0,0.013947,0.060982
S47-0556,2024-07-09,train,500.4,0.133,1,0,0.182455,0.290000,0.064749,0.217246,0,0,0.004192,0.047196
S47-0557,2024-07-10,train,595.2,0.387,0,0,0.205315,0.290000,0.069142,0.219590,0,0,0.004781,0.048220
S47-0558,2024-07-11,train,886.7,0.574,1,1,0.727525,0.290000,0.937364,0.809513,1,1,0.003923,0.036285
S47-0559,2024-07-12,train,708.1,0.306,0,0,0.221370,0.290000,0.152441,0.267454,0,0,0.023238,0.071531
S47-0560,2024-07-13,train,1136.6,0.181,0,0,0.414062,0.290000,0.210751,0.304651,0,0,0.044416,0.092812
S47-0561,2024-07-14,train,617.5,0.227,0,0,0.145978,0.290000,0.051910,0.210496,0,0,0.002695,0.044308
S47-0562,2024-07-15,train,612.1,0.398,0,1,0.219309,0.290000,0.199835,0.297468,0,0,0.640264,0.493551
S47-0563,2024-07-16,train,909.1,0.441,0,1,0.437897,0.290000,0.416691,0.454804,0,0,0.340250,0.297239
S47-0564,2024-07-17,train,368.4,0.487,0,1,0.150102,0.290000,0.159524,0.271815,0,0,0.706400,0.530253
S47-0565,2024-07-18,train,870.4,0.682,0,0,0.588362,0.290000,0.484133,0.507402,0,1,0.234385,0.257457
S47-0566,2024-07-19,train,587.8,0.789,0,1,0.457701,0.290000,0.310104,0.374122,0,0,0.475957,0.391724
S47-0567,2024-07-20,train,421.4,0.489,1,0,0.338766,0.290000,0.131704,0.254942,0,0,0.017346,0.064996
S47-0568,2024-07-21,train,508.8,0.190,1,0,0.213560,0.290000,0.066056,0.217941,0,0,0.004363,0.047498
S47-0569,2024-07-22,train,552.0,0.583,0,0,0.290079,0.290000,0.085984,0.228749,0,0,0.007393,0.052326
S47-0570,2024-07-23,train,657.4,0.567,0,0,0.348236,0.290000,0.071846,0.221043,0,0,0.005162,0.048860
S47-0571,2024-07-24,train,301.7,0.625,0,0,0.179476,0.290000,0.044360,0.206599,0,0,0.001968,0.042683
S47-0572,2024-07-25,train,809.6,0.831,0,1,0.650628,0.290000,0.630732,0.619640,1,1,0.136359,0.144674
S47-0573,2024-07-26,train,622.2,0.241,0,0,0.153112,0.290000,0.062800,0.216211,0,0,0.003944,0.046747
S47-0574,2024-07-27,train,409.2,0.294,0,1,0.100616,0.290000,0.129404,0.253579,0,0,0.757937,0.557145
S47-0575,2024-07-28,train,660.9,0.273,0,0,0.182679,0.290000,0.011723,0.190371,0,0,0.000137,0.036241
S47-0576,2024-07-29,train,287.2,0.311,1,0,0.167228,0.290000,0.102508,0.237992,0,0,0.010508,0.056640
S47-0577,2024-07-30,train,797.6,0.410,0,1,0.336887,0.290000,0.424661,0.460990,0,0,0.331015,0.290531
S47-0578,2024-07-31,train,493.8,0.351,1,0,0.296171,0.290000,0.141408,0.260748,0,0,0.019996,0.067990
S47-0579,2024-08-01,train,441.3,0.241,0,0,0.095082,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0580,2024-08-02,train,630.0,0.276,0,0,0.170512,0.290000,0.054259,0.211719,0,0,0.002944,0.044825
S47-0581,2024-08-03,train,589.4,0.492,1,0,0.461129,0.290000,0.503824,0.522780,1,1,0.253839,0.273299
S47-0582,2024-08-04,train,653.6,0.110,0,0,0.118240,0.290000,0.029445,0.199059,0,0,0.000867,0.039624
S47-0583,2024-08-05,train,926.6,0.820,0,0,0.719059,0.290000,0.532176,0.544839,1,1,0.283211,0.296850
S47-0584,2024-08-06,train,566.7,0.299,0,1,0.154087,0.290000,0.210326,0.304369,0,0,0.623586,0.483902
S47-0585,2024-08-07,train,724.0,0.618,0,0,0.431925,0.290000,0.302559,0.368614,0,0,0.091542,0.135876
S47-0586,2024-08-08,train,481.4,0.054,0,0,0.063340,0.290000,0.028106,0.198392,0,0,0.000790,0.039360
S47-0587,2024-08-09,train,385.8,0.221,0,0,0.077301,0.290000,0.018083,0.193455,0,0,0.000327,0.037425
S47-0588,2024-08-10,train,726.6,0.454,0,0,0.319037,0.290000,0.220425,0.311097,0,0,0.048587,0.096781
S47-0589,2024-08-11,train,299.1,0.343,0,0,0.085200,0.290000,0.013203,0.191085,0,0,0.000174,0.036514
S47-0590,2024-08-12,train,541.9,0.584,1,0,0.494425,0.290000,0.601313,0.597733,1,1,0.361577,0.357284
S47-0591,2024-08-13,train,600.7,0.361,0,0,0.195462,0.290000,0.051559,0.210314,0,0,0.002658,0.044232
S47-0592,2024-08-14,train,640.4,0.493,0,0,0.289092,0.290000,0.077064,0.223865,0,0,0.005939,0.050116
S47-0593,2024-08-15,train,793.0,0.922,0,0,0.699517,0.290000,0.593201,0.591619,1,1,0.351887,0.350013
S47-0594,2024-08-16,train,625.8,0.736,1,1,0.664943,0.290000,0.529190,0.542523,1,1,0.221662,0.209285
S47-0595,2024-08-17,train,503.9,0.127,0,0,0.082618,0.290000,0.032129,0.200401,0,0,0.001032,0.040160
S47-0596,2024-08-18,train,429.4,0.666,1,1,0.471581,0.290000,0.176127,0.282212,0,0,0.678768,0.515220
S47-0597,2024-08-19,train,663.5,0.473,0,0,0.291007,0.290000,0.026187,0.197440,0,0,0.000686,0.038983
S47-0598,2024-08-20,train,872.4,0.924,0,1,0.748231,0.290000,0.582546,0.583545,1,1,0.174268,0.173434
S47-0599,2024-08-21,train,1003.3,0.551,1,1,0.779525,0.290000,0.922354,0.802170,1,1,0.006029,0.039137
S47-0600,2024-08-22,train,364.0,0.603,1,0,0.377776,0.290000,0.103641,0.238635,0,0,0.010742,0.056947
S47-0601,2024-08-23,train,915.1,0.605,0,1,0.564710,0.290000,0.521757,0.536748,1,1,0.228717,0.214602
S47-0602,2024-08-24,train,567.0,0.800,0,1,0.450414,0.290000,0.260902,0.338849,0,0,0.546266,0.437120
S47-0603,2024-08-25,train,660.2,0.677,1,0,0.648306,0.290000,0.454643,0.484354,0,0,0.206700,0.234599
S47-0604,2024-08-26,train,242.8,0.466,0,0,0.102146,0.290000,0.011053,0.190048,0,0,0.000122,0.036118
S47-0605,2024-08-27,train,559.3,0.783,0,0,0.432146,0.290000,0.237549,0.322687,0,0,0.056430,0.104127
S47-0606,2024-08-28,train,462.8,0.329,0,0,0.127349,0.290000,0.029351,0.199012,0,0,0.000861,0.039606
S47-0607,2024-08-29,train,654.8,0.474,0,0,0.286264,0.290000,0.025465,0.197082,0,0,0.000648,0.038841
S47-0608,2024-08-30,train,419.2,0.293,0,0,0.103086,0.290000,0.016694,0.192778,0,0,0.000279,0.037163
S47-0609,2024-08-31,train,657.5,0.706,0,0,0.447816,0.290000,0.171984,0.279595,0,0,0.029578,0.078173
S47-0610,2024-09-01,train,744.0,0.746,0,1,0.542398,0.290000,0.486812,0.509496,0,1,0.263361,0.240594
S47-0611,2024-09-02,train,433.3,0.609,0,1,0.236295,0.290000,0.116087,0.245778,0,0,0.781302,0.568851
S47-0612,2024-09-03,train,674.1,0.554,0,0,0.350760,0.290000,0.102255,0.237848,0,0,0.010456,0.056572
S47-0613,2024-09-04,train,1116.3,0.371,1,1,0.743053,0.290000,0.584745,0.585215,1,1,0.172437,0.172047
S47-0614,2024-09-05,train,442.0,0.240,1,0,0.205217,0.290000,0.005676,0.187473,0,0,0.000032,0.035146
S47-0615,2024-09-06,train,902.8,0.231,0,1,0.289338,0.290000,0.305125,0.370484,0,0,0.482851,0.396291
S47-0616,2024-09-07,train,535.6,0.182,0,0,0.104593,0.290000,0.083164,0.227197,0,0,0.006916,0.051618
S47-0617,2024-09-08,train,682.1,0.360,1,1,0.431999,0.290000,0.405567,0.446193,0,0,0.353350,0.306702
S47-0618,2024-09-09,train,776.9,0.607,1,0,0.679549,0.290000,0.784890,0.725133,1,1,0.616052,0.525818
S47-0619,2024-09-10,train,957.4,0.172,0,0,0.286632,0.290000,0.159505,0.271804,0,0,0.025442,0.073877
S47-0620,2024-09-11,train,514.9,0.541,1,1,0.442185,0.290000,0.672045,0.649582,1,1,0.107555,0.122793
S47-0621,2024-09-12,train,691.3,0.354,0,1,0.237923,0.290000,0.295414,0.363430,0,0,0.496441,0.405222
S47-0622,2024-09-13,train,723.1,0.206,1,0,0.351444,0.290000,0.174121,0.280943,0,0,0.030318,0.078929
S47-0623,2024-09-14,train,634.5,0.262,1,0,0.329488,0.290000,0.135138,0.256987,0,0,0.018262,0.066042
S47-0624,2024-09-15,train,386.2,0.200,0,0,0.073006,0.290000,0.018267,0.193545,0,0,0.000334,0.037460
S47-0625,2024-09-16,train,238.4,0.327,0,0,0.068894,0.290000,0.020604,0.194688,0,0,0.000425,0.037903
S47-0626,2024-09-17,train,235.0,0.356,0,0,0.073987,0.290000,0.015162,0.192034,0,0,0.000230,0.036877
S47-0627,2024-09-18,train,884.4,0.298,0,0,0.320212,0.290000,0.209543,0.303851,0,0,0.043908,0.092326
S47-0628,2024-09-19,train,492.3,0.352,0,0,0.145903,0.290000,0.052036,0.210562,0,0,0.002708,0.044336
S47-0629,2024-09-20,train,604.1,0.527,0,0,0.287676,0.290000,0.138844,0.259206,0,0,0.019278,0.067188
S47-0630,2024-09-21,train,302.1,0.345,0,0,0.086377,0.290000,0.013406,0.191183,0,0,0.000180,0.036551
S47-0631,2024-09-22,train,804.3,0.298,0,0,0.270300,0.290000,0.199435,0.297208,0,0,0.039774,0.088332
S47-0632,2024-09-23,train,1201.3,0.197,0,0,0.473749,0.290000,0.222046,0.312184,0,0,0.049304,0.097459
S47-0633,2024-09-24,train,618.6,0.398,0,0,0.222666,0.290000,0.194430,0.293949,0,0,0.037803,0.086406
S47-0634,2024-09-25,train,649.7,0.661,1,0,0.629973,0.290000,0.439383,0.472448,0,0,0.193058,0.223207
S47-0635,2024-09-26,train,446.4,0.477,0,0,0.178023,0.290000,0.059314,0.214369,0,0,0.003518,0.045954
S47-0636,2024-09-27,train,685.8,0.317,1,0,0.403332,0.290000,0.373788,0.421788,0,0,0.139717,0.177905
S47-0637,2024-09-28,train,747.5,0.230,0,1,0.203024,0.290000,0.460238,0.488725,0,0,0.291343,0.261402
S47-0638,2024-09-29,train,750.0,0.804,1,1,0.779370,0.290000,0.873329,0.776713,1,1,0.016046,0.049857
S47-0639,2024-09-30,train,430.1,0.315,1,0,0.237814,0.290000,0.091640,0.231884,0,0,0.008398,0.053770
S47-0640,2024-10-01,train,632.9,0.699,0,1,0.424507,0.290000,0.476837,0.501699,0,1,0.273699,0.248304
S47-0641,2024-10-02,train,435.8,0.297,0,0,0.108941,0.290000,0.033630,0.201154,0,0,0.001131,0.040463
S47-0642,2024-10-03,train,730.7,0.567,1,0,0.620836,0.290000,0.658059,0.639564,1,1,0.433042,0.409042
S47-0643,2024-10-04,train,782.1,0.210,1,0,0.395632,0.290000,0.259572,0.337918,0,0,0.067378,0.114189
S47-0644,2024-10-05,train,524.2,0.323,0,0,0.146991,0.290000,0.087201,0.229421,0,0,0.007604,0.052634
S47-0645,2024-10-06,train,589.0,0.189,0,1,0.122819,0.290000,0.237597,0.322720,0,0,0.581258,0.458708
S47-0646,2024-10-07,train,739.7,0.694,0,0,0.500275,0.290000,0.281266,0.353258,0,0,0.079110,0.124791
S47-0647,2024-10-08,train,525.2,0.125,0,1,0.087113,0.290000,0.102901,0.238215,0,0,0.804787,0.580317
S47-0648,2024-10-09,train,714.6,0.301,1,1,0.412607,0.290000,0.299045,0.366060,0,0,0.491338,0.401879
S47-0649,2024-10-10,train,448.3,0.746,0,1,0.328032,0.290000,0.157298,0.270439,0,0,0.710147,0.532259
S47-0650,2024-10-11,train,275.7,0.526,1,0,0.269945,0.290000,0.079404,0.225139,0,0,0.006305,0.050688
S47-0651,2024-10-12,train,628.2,0.695,1,1,0.638671,0.290000,0.518377,0.534119,1,1,0.231961,0.217045
S47-0652,2024-10-13,train,574.1,0.088,0,0,0.089995,0.290000,0.180476,0.284975,0,0,0.032571,0.081211
S47-0653,2024-10-14,train,821.0,0.282,0,0,0.270715,0.290000,0.065319,0.217549,0,0,0.004267,0.047327
S47-0654,2024-10-15,train,747.8,0.105,1,0,0.301198,0.290000,0.148520,0.265059,0,0,0.022058,0.070256
S47-0655,2024-10-16,train,1164.3,0.177,1,1,0.651105,0.290000,0.519073,0.534661,1,1,0.231291,0.216540
S47-0656,2024-10-17,train,797.2,0.471,0,0,0.378622,0.290000,0.397107,0.439666,0,0,0.157694,0.193306
S47-0657,2024-10-18,train,490.5,0.212,0,0,0.100426,0.290000,0.027376,0.198030,0,0,0.000749,0.039216
S47-0658,2024-10-19,train,475.6,0.458,0,0,0.182545,0.290000,0.098332,0.235632,0,0,0.009669,0.055522
S47-0659,2024-10-20,train,220.9,0.777,0,0,0.213107,0.290000,0.200751,0.298067,0,0,0.040301,0.088844
S47-0660,2024-10-21,train,723.4,0.738,0,1,0.521038,0.290000,0.381694,0.427829,0,0,0.382302,0.327379
S47-0661,2024-10-22,train,533.0,0.419,0,0,0.190927,0.290000,0.117101,0.246366,0,0,0.013713,0.060696
S47-0662,2024-10-23,train,644.2,0.156,0,0,0.130176,0.290000,0.036074,0.202385,0,0,0.001301,0.040959
S47-0663,2024-10-24,train,731.1,0.316,0,1,0.238904,0.290000,0.293021,0.361701,0,0,0.499819,0.407426
S47-0664,2024-10-25,train,489.8,0.194,1,1,0.206099,0.290000,0.078260,0.224515,0,0,0.849605,0.601376
S47-0665,2024-10-26,train,505.6,0.408,0,0,0.173761,0.290000,0.095877,0.234252,0,0,0.009192,0.054874
S47-0666,2024-10-27,train,574.8,0.388,0,0,0.195982,0.290000,0.091431,0.231768,0,0,0.008360,0.053716
S47-0667,2024-10-28,train,739.2,0.348,0,1,0.261459,0.290000,0.463819,0.491523,0,0,0.287490,0.258549
S47-0668,2024-10-29,train,677.7,0.699,0,0,0.457627,0.290000,0.228693,0.316665,0,0,0.052301,0.100277
S47-0669,2024-10-30,train,564.9,0.131,0,0,0.098651,0.290000,0.183972,0.287208,0,0,0.033846,0.082488
S47-0670,2024-10-31,train,584.4,0.841,0,0,0.494050,0.290000,0.241944,0.325698,0,0,0.058537,0.106079
S47-0671,2024-11-01,train,798.0,0.324,0,1,0.282114,0.290000,0.492864,0.514224,0,1,0.257187,0.235978
S47-0672,2024-11-02,train,644.2,0.354,1,1,0.400016,0.290000,0.244343,0.327348,0,0,0.571017,0.452461
S47-0673,2024-11-03,train,509.0,0.298,0,0,0.132504,0.290000,0.063149,0.216396,0,0,0.003988,0.046827
S47-0674,2024-11-04,train,247.6,0.558,0,0,0.132022,0.290000,0.006433,0.187834,0,0,0.000041,0.035282
S47-0675,2024-11-05,train,703.4,0.715,0,0,0.488802,0.290000,0.186959,0.289124,0,0,0.034954,0.083593
S47-0676,2024-11-06,train,633.0,0.469,1,1,0.476517,0.290000,0.521023,0.536177,1,1,0.229419,0.215131
S47-0677,2024-11-07,train,260.3,0.257,1,0,0.136096,0.290000,0.018915,0.193861,0,0,0.000358,0.037582
S47-0678,2024-11-08,train,880.0,0.278,0,0,0.304492,0.290000,0.103339,0.238463,0,0,0.010679,0.056865
S47-0679,2024-11-09,train,765.7,0.221,0,1,0.207527,0.290000,0.470515,0.496757,0,0,0.280355,0.253254
