sample_size,replicate_id,sample_mean_weekly_units,population_mean_weekly_units,population_sd_weekly_units,theoretical_se_units,sampling_method
5,428,1894.82,1041.901,612.589,273.958,Independent sampling with replacement
5,429,1152.18,1041.901,612.589,273.958,Independent sampling with replacement
5,430,1179.94,1041.901,612.589,273.958,Independent sampling with replacement
5,431,508.66,1041.901,612.589,273.958,Independent sampling with replacement
5,432,1444.58,1041.901,612.589,273.958,Independent sampling with replacement
5,433,866.32,1041.901,612.589,273.958,Independent sampling with replacement
5,434,967.74,1041.901,612.589,273.958,Independent sampling with replacement
5,435,1422.52,1041.901,612.589,273.958,Independent sampling with replacement
5,436,898.96,1041.901,612.589,273.958,Independent sampling with replacement
5,437,933.84,1041.901,612.589,273.958,Independent sampling with replacement
5,438,934.26,1041.901,612.589,273.958,Independent sampling with replacement
5,439,1670.32,1041.901,612.589,273.958,Independent sampling with replacement
5,440,959.6,1041.901,612.589,273.958,Independent sampling with replacement
5,441,1499.98,1041.901,612.589,273.958,Independent sampling with replacement
5,442,1317.78,1041.901,612.589,273.958,Independent sampling with replacement
5,443,742.14,1041.901,612.589,273.958,Independent sampling with replacement
5,444,788.98,1041.901,612.589,273.958,Independent sampling with replacement
5,445,1275.8,1041.901,612.589,273.958,Independent sampling with replacement
5,446,689.38,1041.901,612.589,273.958,Independent sampling with replacement
5,447,655.66,1041.901,612.589,273.958,Independent sampling with replacement
5,448,1038.66,1041.901,612.589,273.958,Independent sampling with replacement
5,449,578.58,1041.901,612.589,273.958,Independent sampling with replacement
5,450,1043.88,1041.901,612.589,273.958,Independent sampling with replacement
5,451,1042.92,1041.901,612.589,273.958,Independent sampling with replacement
5,452,1293.96,1041.901,612.589,273.958,Independent sampling with replacement
5,453,1154.48,1041.901,612.589,273.958,Independent sampling with replacement
5,454,1449.44,1041.901,612.589,273.958,Independent sampling with replacement
5,455,675.54,1041.901,612.589,273.958,Independent sampling with replacement
5,456,1782.72,1041.901,612.589,273.958,Independent sampling with replacement
5,457,1100.06,1041.901,612.589,273.958,Independent sampling with replacement
5,458,879.72,1041.901,612.589,273.958,Independent sampling with replacement
5,459,967.12,1041.901,612.589,273.958,Independent sampling with replacement
5,460,1063.28,1041.901,612.589,273.958,Independent sampling with replacement
5,461,1006.06,1041.901,612.589,273.958,Independent sampling with replacement
5,462,1483.06,1041.901,612.589,273.958,Independent sampling with replacement
5,463,729.5,1041.901,612.589,273.958,Independent sampling with replacement
5,464,712.26,1041.901,612.589,273.958,Independent sampling with replacement
5,465,987.26,1041.901,612.589,273.958,Independent sampling with replacement
5,466,813.96,1041.901,612.589,273.958,Independent sampling with replacement
5,467,1029.34,1041.901,612.589,273.958,Independent sampling with replacement
5,468,1050.88,1041.901,612.589,273.958,Independent sampling with replacement
5,469,1016.04,1041.901,612.589,273.958,Independent sampling with replacement
5,470,647.7,1041.901,612.589,273.958,Independent sampling with replacement
5,471,916.48,1041.901,612.589,273.958,Independent sampling with replacement
5,472,702.76,1041.901,612.589,273.958,Independent sampling with replacement
5,473,849.88,1041.901,612.589,273.958,Independent sampling with replacement
5,474,1313.58,1041.901,612.589,273.958,Independent sampling with replacement
5,475,1214.08,1041.901,612.589,273.958,Independent sampling with replacement
5,476,1548.1,1041.901,612.589,273.958,Independent sampling with replacement
5,477,1385.7,1041.901,612.589,273.958,Independent sampling with replacement
5,478,1019.58,1041.901,612.589,273.958,Independent sampling with replacement
5,479,1037.62,1041.901,612.589,273.958,Independent sampling with replacement
5,480,1302.54,1041.901,612.589,273.958,Independent sampling with replacement
5,481,1076.44,1041.901,612.589,273.958,Independent sampling with replacement
5,482,1033.78,1041.901,612.589,273.958,Independent sampling with replacement
5,483,732.26,1041.901,612.589,273.958,Independent sampling with replacement
5,484,1161.34,1041.901,612.589,273.958,Independent sampling with replacement
5,485,1208.98,1041.901,612.589,273.958,Independent sampling with replacement
5,486,964.14,1041.901,612.589,273.958,Independent sampling with replacement
5,487,957.76,1041.901,612.589,273.958,Independent sampling with replacement
5,488,546.6,1041.901,612.589,273.958,Independent sampling with replacement
5,489,1203.96,1041.901,612.589,273.958,Independent sampling with replacement
5,490,1383.58,1041.901,612.589,273.958,Independent sampling with replacement
5,491,1309.56,1041.901,612.589,273.958,Independent sampling with replacement
5,492,862.2,1041.901,612.589,273.958,Independent sampling with replacement
5,493,743.82,1041.901,612.589,273.958,Independent sampling with replacement
5,494,921.88,1041.901,612.589,273.958,Independent sampling with replacement
5,495,822.96,1041.901,612.589,273.958,Independent sampling with replacement
5,496,983.18,1041.901,612.589,273.958,Independent sampling with replacement
5,497,1458.7,1041.901,612.589,273.958,Independent sampling with replacement
5,498,1256.9,1041.901,612.589,273.958,Independent sampling with replacement
5,499,1142.08,1041.901,612.589,273.958,Independent sampling with replacement
5,500,1177.52,1041.901,612.589,273.958,Independent sampling with replacement
5,501,1388.1,1041.901,612.589,273.958,Independent sampling with replacement
5,502,700.46,1041.901,612.589,273.958,Independent sampling with replacement
5,503,1069.4,1041.901,612.589,273.958,Independent sampling with replacement
5,504,839.98,1041.901,612.589,273.958,Independent sampling with replacement
5,505,868.78,1041.901,612.589,273.958,Independent sampling with replacement
5,506,1366.7,1041.901,612.589,273.958,Independent sampling with replacement
5,507,1350.92,1041.901,612.589,273.958,Independent sampling with replacement
5,508,1126.12,1041.901,612.589,273.958,Independent sampling with replacement
5,509,1092.98,1041.901,612.589,273.958,Independent sampling with replacement
5,510,691.5,1041.901,612.589,273.958,Independent sampling with replacement
5,511,1673.38,1041.901,612.589,273.958,Independent sampling with replacement
5,512,697.7,1041.901,612.589,273.958,Independent sampling with replacement
5,513,1062.44,1041.901,612.589,273.958,Independent sampling with replacement
5,514,801.02,1041.901,612.589,273.958,Independent sampling with replacement
5,515,1116.24,1041.901,612.589,273.958,Independent sampling with replacement
5,516,1332.7,1041.901,612.589,273.958,Independent sampling with replacement
5,517,989.7,1041.901,612.589,273.958,Independent sampling with replacement
5,518,1304.2,1041.901,612.589,273.958,Independent sampling with replacement
5,519,1129.52,1041.901,612.589,273.958,Independent sampling with replacement
5,520,1349.6,1041.901,612.589,273.958,Independent sampling with replacement
5,521,1191.46,1041.901,612.589,273.958,Independent sampling with replacement
5,522,922.3,1041.901,612.589,273.958,Independent sampling with replacement
5,523,1123.28,1041.901,612.589,273.958,Independent sampling with replacement
5,524,923.38,1041.901,612.589,273.958,Independent sampling with replacement
5,525,846.9,1041.901,612.589,273.958,Independent sampling with replacement
5,526,1042.82,1041.901,612.589,273.958,Independent sampling with replacement
5,527,1051.68,1041.901,612.589,273.958,Independent sampling with replacement
5,528,1276.2,1041.901,612.589,273.958,Independent sampling with replacement
5,529,1055.32,1041.901,612.589,273.958,Independent sampling with replacement
5,530,1331.1,1041.901,612.589,273.958,Independent sampling with replacement
5,531,737.04,1041.901,612.589,273.958,Independent sampling with replacement
5,532,1100.8,1041.901,612.589,273.958,Independent sampling with replacement
5,533,741.72,1041.901,612.589,273.958,Independent sampling with replacement
5,534,1251.86,1041.901,612.589,273.958,Independent sampling with replacement
5,535,731.92,1041.901,612.589,273.958,Independent sampling with replacement
5,536,796.02,1041.901,612.589,273.958,Independent sampling with replacement
5,537,1029.2,1041.901,612.589,273.958,Independent sampling with replacement
5,538,916.54,1041.901,612.589,273.958,Independent sampling with replacement
5,539,1274.86,1041.901,612.589,273.958,Independent sampling with replacement
5,540,716.42,1041.901,612.589,273.958,Independent sampling with replacement
5,541,1148.84,1041.901,612.589,273.958,Independent sampling with replacement
5,542,679.38,1041.901,612.589,273.958,Independent sampling with replacement
5,543,613.86,1041.901,612.589,273.958,Independent sampling with replacement
5,544,1275.86,1041.901,612.589,273.958,Independent sampling with replacement
5,545,1145.48,1041.901,612.589,273.958,Independent sampling with replacement
5,546,708.44,1041.901,612.589,273.958,Independent sampling with replacement
5,547,638.98,1041.901,612.589,273.958,Independent sampling with replacement
5,548,466.34,1041.901,612.589,273.958,Independent sampling with replacement
5,549,1234.3,1041.901,612.589,273.958,Independent sampling with replacement
5,550,1227.8,1041.901,612.589,273.958,Independent sampling with replacement
5,551,904.44,1041.901,612.589,273.958,Independent sampling with replacement
5,552,1150.88,1041.901,612.589,273.958,Independent sampling with replacement
5,553,1296.26,1041.901,612.589,273.958,Independent sampling with replacement
5,554,909.34,1041.901,612.589,273.958,Independent sampling with replacement
5,555,766.12,1041.901,612.589,273.958,Independent sampling with replacement
5,556,924.96,1041.901,612.589,273.958,Independent sampling with replacement
5,557,934.94,1041.901,612.589,273.958,Independent sampling with replacement
5,558,1119.48,1041.901,612.589,273.958,Independent sampling with replacement
5,559,775.58,1041.901,612.589,273.958,Independent sampling with replacement
5,560,996.38,1041.901,612.589,273.958,Independent sampling with replacement
5,561,878.64,1041.901,612.589,273.958,Independent sampling with replacement
5,562,926.08,1041.901,612.589,273.958,Independent sampling with replacement
5,563,1339.7,1041.901,612.589,273.958,Independent sampling with replacement
5,564,893.08,1041.901,612.589,273.958,Independent sampling with replacement
5,565,819.56,1041.901,612.589,273.958,Independent sampling with replacement
5,566,1065.12,1041.901,612.589,273.958,Independent sampling with replacement
5,567,1179.32,1041.901,612.589,273.958,Independent sampling with replacement
5,568,1741.36,1041.901,612.589,273.958,Independent sampling with replacement
5,569,1369.48,1041.901,612.589,273.958,Independent sampling with replacement
5,570,942.56,1041.901,612.589,273.958,Independent sampling with replacement
5,571,1332.64,1041.901,612.589,273.958,Independent sampling with replacement
5,572,1427.8,1041.901,612.589,273.958,Independent sampling with replacement
5,573,997.16,1041.901,612.589,273.958,Independent sampling with replacement
5,574,1429.82,1041.901,612.589,273.958,Independent sampling with replacement
5,575,1381.76,1041.901,612.589,273.958,Independent sampling with replacement
5,576,1158.06,1041.901,612.589,273.958,Independent sampling with replacement
5,577,709.88,1041.901,612.589,273.958,Independent sampling with replacement
5,578,839.74,1041.901,612.589,273.958,Independent sampling with replacement
5,579,863.4,1041.901,612.589,273.958,Independent sampling with replacement
5,580,909.66,1041.901,612.589,273.958,Independent sampling with replacement
5,581,1625.48,1041.901,612.589,273.958,Independent sampling with replacement
5,582,1466.76,1041.901,612.589,273.958,Independent sampling with replacement
5,583,1206.52,1041.901,612.589,273.958,Independent sampling with replacement
5,584,920.74,1041.901,612.589,273.958,Independent sampling with replacement
5,585,1045.48,1041.901,612.589,273.958,Independent sampling with replacement
5,586,953.34,1041.901,612.589,273.958,Independent sampling with replacement
5,587,1161.56,1041.901,612.589,273.958,Independent sampling with replacement
5,588,1191.38,1041.901,612.589,273.958,Independent sampling with replacement
5,589,871.72,1041.901,612.589,273.958,Independent sampling with replacement
5,590,771.6,1041.901,612.589,273.958,Independent sampling with replacement
5,591,1109.26,1041.901,612.589,273.958,Independent sampling with replacement
5,592,928.74,1041.901,612.589,273.958,Independent sampling with replacement
5,593,1355.08,1041.901,612.589,273.958,Independent sampling with replacement
5,594,1317.62,1041.901,612.589,273.958,Independent sampling with replacement
5,595,1355.2,1041.901,612.589,273.958,Independent sampling with replacement
5,596,1814.46,1041.901,612.589,273.958,Independent sampling with replacement
5,597,1531.94,1041.901,612.589,273.958,Independent sampling with replacement
5,598,672.28,1041.901,612.589,273.958,Independent sampling with replacement
5,599,956.32,1041.901,612.589,273.958,Independent sampling with replacement
5,600,542.5,1041.901,612.589,273.958,Independent sampling with replacement
5,601,1001.04,1041.901,612.589,273.958,Independent sampling with replacement
5,602,1061.64,1041.901,612.589,273.958,Independent sampling with replacement
5,603,1007.3,1041.901,612.589,273.958,Independent sampling with replacement
5,604,1232.42,1041.901,612.589,273.958,Independent sampling with replacement
5,605,876.46,1041.901,612.589,273.958,Independent sampling with replacement
5,606,1100.54,1041.901,612.589,273.958,Independent sampling with replacement
5,607,1273.38,1041.901,612.589,273.958,Independent sampling with replacement
5,608,802.04,1041.901,612.589,273.958,Independent sampling with replacement
5,609,1057.42,1041.901,612.589,273.958,Independent sampling with replacement
5,610,1333.84,1041.901,612.589,273.958,Independent sampling with replacement
5,611,911.18,1041.901,612.589,273.958,Independent sampling with replacement
5,612,1278.94,1041.901,612.589,273.958,Independent sampling with replacement
5,613,741.56,1041.901,612.589,273.958,Independent sampling with replacement
5,614,911.38,1041.901,612.589,273.958,Independent sampling with replacement
5,615,880.06,1041.901,612.589,273.958,Independent sampling with replacement
5,616,1175.86,1041.901,612.589,273.958,Independent sampling with replacement
5,617,702.3,1041.901,612.589,273.958,Independent sampling with replacement
5,618,1314.08,1041.901,612.589,273.958,Independent sampling with replacement
5,619,1061.18,1041.901,612.589,273.958,Independent sampling with replacement
5,620,1693.92,1041.901,612.589,273.958,Independent sampling with replacement
5,621,1146.34,1041.901,612.589,273.958,Independent sampling with replacement
5,622,1089.28,1041.901,612.589,273.958,Independent sampling with replacement
5,623,920.72,1041.901,612.589,273.958,Independent sampling with replacement
5,624,1084.48,1041.901,612.589,273.958,Independent sampling with replacement
5,625,814.12,1041.901,612.589,273.958,Independent sampling with replacement
5,626,1224.7,1041.901,612.589,273.958,Independent sampling with replacement
5,627,1042.72,1041.901,612.589,273.958,Independent sampling with replacement
5,628,1450.32,1041.901,612.589,273.958,Independent sampling with replacement
5,629,1139.04,1041.901,612.589,273.958,Independent sampling with replacement
5,630,875.44,1041.901,612.589,273.958,Independent sampling with replacement
5,631,1837.68,1041.901,612.589,273.958,Independent sampling with replacement
5,632,778.68,1041.901,612.589,273.958,Independent sampling with replacement
5,633,725.38,1041.901,612.589,273.958,Independent sampling with replacement
5,634,1199.76,1041.901,612.589,273.958,Independent sampling with replacement
5,635,792.72,1041.901,612.589,273.958,Independent sampling with replacement
5,636,1062.98,1041.901,612.589,273.958,Independent sampling with replacement
5,637,1151.82,1041.901,612.589,273.958,Independent sampling with replacement
5,638,981.16,1041.901,612.589,273.958,Independent sampling with replacement
5,639,1671.22,1041.901,612.589,273.958,Independent sampling with replacement
5,640,985.3,1041.901,612.589,273.958,Independent sampling with replacement
5,641,984.92,1041.901,612.589,273.958,Independent sampling with replacement
5,642,1590.18,1041.901,612.589,273.958,Independent sampling with replacement
5,643,1106.68,1041.901,612.589,273.958,Independent sampling with replacement
5,644,1093.94,1041.901,612.589,273.958,Independent sampling with replacement
5,645,1777.2,1041.901,612.589,273.958,Independent sampling with replacement
5,646,1062.26,1041.901,612.589,273.958,Independent sampling with replacement
5,647,899.44,1041.901,612.589,273.958,Independent sampling with replacement
5,648,1083.4,1041.901,612.589,273.958,Independent sampling with replacement
5,649,1036.92,1041.901,612.589,273.958,Independent sampling with replacement
5,650,1155.2,1041.901,612.589,273.958,Independent sampling with replacement
5,651,1050.78,1041.901,612.589,273.958,Independent sampling with replacement
5,652,1471.4,1041.901,612.589,273.958,Independent sampling with replacement
5,653,1491.64,1041.901,612.589,273.958,Independent sampling with replacement
5,654,722.96,1041.901,612.589,273.958,Independent sampling with replacement
5,655,922.42,1041.901,612.589,273.958,Independent sampling with replacement
5,656,1073.74,1041.901,612.589,273.958,Independent sampling with replacement
5,657,706.1,1041.901,612.589,273.958,Independent sampling with replacement
5,658,745.38,1041.901,612.589,273.958,Independent sampling with replacement
5,659,758.16,1041.901,612.589,273.958,Independent sampling with replacement
5,660,1466.76,1041.901,612.589,273.958,Independent sampling with replacement
5,661,1006.96,1041.901,612.589,273.958,Independent sampling with replacement
5,662,1157.46,1041.901,612.589,273.958,Independent sampling with replacement
5,663,1369.48,1041.901,612.589,273.958,Independent sampling with replacement
5,664,1244.6,1041.901,612.589,273.958,Independent sampling with replacement
5,665,1108.28,1041.901,612.589,273.958,Independent sampling with replacement
5,666,1104.32,1041.901,612.589,273.958,Independent sampling with replacement
5,667,561.9,1041.901,612.589,273.958,Independent sampling with replacement
5,668,1019.42,1041.901,612.589,273.958,Independent sampling with replacement
5,669,975.56,1041.901,612.589,273.958,Independent sampling with replacement
5,670,680.24,1041.901,612.589,273.958,Independent sampling with replacement
5,671,885.26,1041.901,612.589,273.958,Independent sampling with replacement
5,672,845.34,1041.901,612.589,273.958,Independent sampling with replacement
5,673,843.04,1041.901,612.589,273.958,Independent sampling with replacement
5,674,1559.74,1041.901,612.589,273.958,Independent sampling with replacement
5,675,1205.4,1041.901,612.589,273.958,Independent sampling with replacement
5,676,1123.24,1041.901,612.589,273.958,Independent sampling with replacement
5,677,1222.1,1041.901,612.589,273.958,Independent sampling with replacement
5,678,1579.54,1041.901,612.589,273.958,Independent sampling with replacement
5,679,1645.1,1041.901,612.589,273.958,Independent sampling with replacement
5,680,1226.26,1041.901,612.589,273.958,Independent sampling with replacement
5,681,932.36,1041.901,612.589,273.958,Independent sampling with replacement
5,682,1039.26,1041.901,612.589,273.958,Independent sampling with replacement
5,683,945.0,1041.901,612.589,273.958,Independent sampling with replacement
5,684,981.82,1041.901,612.589,273.958,Independent sampling with replacement
5,685,866.66,1041.901,612.589,273.958,Independent sampling with replacement
5,686,1217.68,1041.901,612.589,273.958,Independent sampling with replacement
5,687,945.42,1041.901,612.589,273.958,Independent sampling with replacement
5,688,1413.98,1041.901,612.589,273.958,Independent sampling with replacement
5,689,910.7,1041.901,612.589,273.958,Independent sampling with replacement
5,690,1020.04,1041.901,612.589,273.958,Independent sampling with replacement
5,691,1003.26,1041.901,612.589,273.958,Independent sampling with replacement
5,692,1028.96,1041.901,612.589,273.958,Independent sampling with replacement
5,693,746.88,1041.901,612.589,273.958,Independent sampling with replacement
5,694,1385.14,1041.901,612.589,273.958,Independent sampling with replacement
5,695,1206.26,1041.901,612.589,273.958,Independent sampling with replacement
5,696,1426.76,1041.901,612.589,273.958,Independent sampling with replacement
5,697,707.18,1041.901,612.589,273.958,Independent sampling with replacement
5,698,1319.34,1041.901,612.589,273.958,Independent sampling with replacement
5,699,784.88,1041.901,612.589,273.958,Independent sampling with replacement
5,700,895.5,1041.901,612.589,273.958,Independent sampling with replacement
5,701,1242.76,1041.901,612.589,273.958,Independent sampling with replacement
5,702,1125.92,1041.901,612.589,273.958,Independent sampling with replacement
5,703,1087.8,1041.901,612.589,273.958,Independent sampling with replacement
5,704,1008.08,1041.901,612.589,273.958,Independent sampling with replacement
5,705,695.56,1041.901,612.589,273.958,Independent sampling with replacement
5,706,878.36,1041.901,612.589,273.958,Independent sampling with replacement
5,707,1007.66,1041.901,612.589,273.958,Independent sampling with replacement
5,708,917.54,1041.901,612.589,273.958,Independent sampling with replacement
5,709,1101.6,1041.901,612.589,273.958,Independent sampling with replacement
5,710,992.9,1041.901,612.589,273.958,Independent sampling with replacement
5,711,915.58,1041.901,612.589,273.958,Independent sampling with replacement
5,712,1348.84,1041.901,612.589,273.958,Independent sampling with replacement
5,713,1470.18,1041.901,612.589,273.958,Independent sampling with replacement
5,714,961.66,1041.901,612.589,273.958,Independent sampling with replacement
5,715,1561.24,1041.901,612.589,273.958,Independent sampling with replacement
5,716,1213.32,1041.901,612.589,273.958,Independent sampling with replacement
5,717,879.2,1041.901,612.589,273.958,Independent sampling with replacement
5,718,907.14,1041.901,612.589,273.958,Independent sampling with replacement
5,719,1008.44,1041.901,612.589,273.958,Independent sampling with replacement
5,720,628.24,1041.901,612.589,273.958,Independent sampling with replacement
5,721,1032.68,1041.901,612.589,273.958,Independent sampling with replacement
5,722,1005.3,1041.901,612.589,273.958,Independent sampling with replacement
5,723,771.02,1041.901,612.589,273.958,Independent sampling with replacement
5,724,919.72,1041.901,612.589,273.958,Independent sampling with replacement
5,725,577.54,1041.901,612.589,273.958,Independent sampling with replacement
5,726,1028.74,1041.901,612.589,273.958,Independent sampling with replacement
5,727,1061.18,1041.901,612.589,273.958,Independent sampling with replacement
5,728,1684.4,1041.901,612.589,273.958,Independent sampling with replacement
5,729,1232.68,1041.901,612.589,273.958,Independent sampling with replacement
5,730,1652.3,1041.901,612.589,273.958,Independent sampling with replacement
5,731,797.72,1041.901,612.589,273.958,Independent sampling with replacement
5,732,1120.96,1041.901,612.589,273.958,Independent sampling with replacement
5,733,937.4,1041.901,612.589,273.958,Independent sampling with replacement
5,734,1043.6,1041.901,612.589,273.958,Independent sampling with replacement
5,735,699.2,1041.901,612.589,273.958,Independent sampling with replacement
5,736,1038.38,1041.901,612.589,273.958,Independent sampling with replacement
5,737,1108.7,1041.901,612.589,273.958,Independent sampling with replacement
5,738,979.88,1041.901,612.589,273.958,Independent sampling with replacement
5,739,705.54,1041.901,612.589,273.958,Independent sampling with replacement
5,740,857.64,1041.901,612.589,273.958,Independent sampling with replacement
5,741,557.58,1041.901,612.589,273.958,Independent sampling with replacement
5,742,945.98,1041.901,612.589,273.958,Independent sampling with replacement
5,743,799.6,1041.901,612.589,273.958,Independent sampling with replacement
5,744,907.56,1041.901,612.589,273.958,Independent sampling with replacement
5,745,1069.96,1041.901,612.589,273.958,Independent sampling with replacement
5,746,1035.04,1041.901,612.589,273.958,Independent sampling with replacement
5,747,628.8,1041.901,612.589,273.958,Independent sampling with replacement
5,748,937.34,1041.901,612.589,273.958,Independent sampling with replacement
5,749,1008.24,1041.901,612.589,273.958,Independent sampling with replacement
5,750,1135.44,1041.901,612.589,273.958,Independent sampling with replacement
5,751,724.24,1041.901,612.589,273.958,Independent sampling with replacement
5,752,1710.84,1041.901,612.589,273.958,Independent sampling with replacement
5,753,1344.88,1041.901,612.589,273.958,Independent sampling with replacement
5,754,1106.4,1041.901,612.589,273.958,Independent sampling with replacement
5,755,1090.56,1041.901,612.589,273.958,Independent sampling with replacement
5,756,970.56,1041.901,612.589,273.958,Independent sampling with replacement
5,757,673.92,1041.901,612.589,273.958,Independent sampling with replacement
5,758,997.46,1041.901,612.589,273.958,Independent sampling with replacement
5,759,1284.76,1041.901,612.589,273.958,Independent sampling with replacement
5,760,960.38,1041.901,612.589,273.958,Independent sampling with replacement
5,761,873.36,1041.901,612.589,273.958,Independent sampling with replacement
5,762,983.22,1041.901,612.589,273.958,Independent sampling with replacement
5,763,1344.72,1041.901,612.589,273.958,Independent sampling with replacement
5,764,940.34,1041.901,612.589,273.958,Independent sampling with replacement
5,765,1041.6,1041.901,612.589,273.958,Independent sampling with replacement
5,766,1502.52,1041.901,612.589,273.958,Independent sampling with replacement
5,767,1328.72,1041.901,612.589,273.958,Independent sampling with replacement
5,768,790.96,1041.901,612.589,273.958,Independent sampling with replacement
5,769,802.34,1041.901,612.589,273.958,Independent sampling with replacement
5,770,1364.18,1041.901,612.589,273.958,Independent sampling with replacement
5,771,771.78,1041.901,612.589,273.958,Independent sampling with replacement
5,772,1026.18,1041.901,612.589,273.958,Independent sampling with replacement
5,773,1115.74,1041.901,612.589,273.958,Independent sampling with replacement
5,774,1133.1,1041.901,612.589,273.958,Independent sampling with replacement
5,775,714.28,1041.901,612.589,273.958,Independent sampling with replacement
5,776,1111.08,1041.901,612.589,273.958,Independent sampling with replacement
5,777,773.82,1041.901,612.589,273.958,Independent sampling with replacement
5,778,962.94,1041.901,612.589,273.958,Independent sampling with replacement
5,779,1126.0,1041.901,612.589,273.958,Independent sampling with replacement
5,780,835.78,1041.901,612.589,273.958,Independent sampling with replacement
5,781,1031.42,1041.901,612.589,273.958,Independent sampling with replacement
5,782,1223.18,1041.901,612.589,273.958,Independent sampling with replacement
5,783,1395.02,1041.901,612.589,273.958,Independent sampling with replacement
5,784,1008.92,1041.901,612.589,273.958,Independent sampling with replacement
5,785,1428.12,1041.901,612.589,273.958,Independent sampling with replacement
5,786,1493.74,1041.901,612.589,273.958,Independent sampling with replacement
5,787,983.76,1041.901,612.589,273.958,Independent sampling with replacement
5,788,932.42,1041.901,612.589,273.958,Independent sampling with replacement
5,789,1143.62,1041.901,612.589,273.958,Independent sampling with replacement
5,790,1155.76,1041.901,612.589,273.958,Independent sampling with replacement
5,791,814.66,1041.901,612.589,273.958,Independent sampling with replacement
5,792,1339.28,1041.901,612.589,273.958,Independent sampling with replacement
5,793,541.7,1041.901,612.589,273.958,Independent sampling with replacement
5,794,1435.18,1041.901,612.589,273.958,Independent sampling with replacement
5,795,961.4,1041.901,612.589,273.958,Independent sampling with replacement
5,796,1163.86,1041.901,612.589,273.958,Independent sampling with replacement
5,797,1000.84,1041.901,612.589,273.958,Independent sampling with replacement
5,798,702.36,1041.901,612.589,273.958,Independent sampling with replacement
5,799,1068.42,1041.901,612.589,273.958,Independent sampling with replacement
5,800,873.46,1041.901,612.589,273.958,Independent sampling with replacement
5,801,1114.92,1041.901,612.589,273.958,Independent sampling with replacement
5,802,557.62,1041.901,612.589,273.958,Independent sampling with replacement
5,803,949.44,1041.901,612.589,273.958,Independent sampling with replacement
5,804,929.82,1041.901,612.589,273.958,Independent sampling with replacement
5,805,1474.78,1041.901,612.589,273.958,Independent sampling with replacement
5,806,752.36,1041.901,612.589,273.958,Independent sampling with replacement
5,807,598.24,1041.901,612.589,273.958,Independent sampling with replacement
5,808,1165.22,1041.901,612.589,273.958,Independent sampling with replacement
5,809,827.12,1041.901,612.589,273.958,Independent sampling with replacement
5,810,1134.6,1041.901,612.589,273.958,Independent sampling with replacement
5,811,1313.34,1041.901,612.589,273.958,Independent sampling with replacement
5,812,866.66,1041.901,612.589,273.958,Independent sampling with replacement
5,813,1236.4,1041.901,612.589,273.958,Independent sampling with replacement
5,814,1017.66,1041.901,612.589,273.958,Independent sampling with replacement
5,815,1177.58,1041.901,612.589,273.958,Independent sampling with replacement
5,816,1067.94,1041.901,612.589,273.958,Independent sampling with replacement
5,817,683.16,1041.901,612.589,273.958,Independent sampling with replacement
5,818,1035.74,1041.901,612.589,273.958,Independent sampling with replacement
5,819,1053.02,1041.901,612.589,273.958,Independent sampling with replacement
5,820,927.4,1041.901,612.589,273.958,Independent sampling with replacement
5,821,680.14,1041.901,612.589,273.958,Independent sampling with replacement
5,822,1426.34,1041.901,612.589,273.958,Independent sampling with replacement
5,823,1311.46,1041.901,612.589,273.958,Independent sampling with replacement
5,824,1139.18,1041.901,612.589,273.958,Independent sampling with replacement
5,825,864.98,1041.901,612.589,273.958,Independent sampling with replacement
5,826,881.2,1041.901,612.589,273.958,Independent sampling with replacement
5,827,692.74,1041.901,612.589,273.958,Independent sampling with replacement
5,828,1188.36,1041.901,612.589,273.958,Independent sampling with replacement
5,829,1294.52,1041.901,612.589,273.958,Independent sampling with replacement
5,830,946.04,1041.901,612.589,273.958,Independent sampling with replacement
5,831,722.36,1041.901,612.589,273.958,Independent sampling with replacement
5,832,1660.78,1041.901,612.589,273.958,Independent sampling with replacement
5,833,687.56,1041.901,612.589,273.958,Independent sampling with replacement
5,834,1010.04,1041.901,612.589,273.958,Independent sampling with replacement
5,835,1526.62,1041.901,612.589,273.958,Independent sampling with replacement
5,836,981.84,1041.901,612.589,273.958,Independent sampling with replacement
5,837,1036.7,1041.901,612.589,273.958,Independent sampling with replacement
5,838,808.18,1041.901,612.589,273.958,Independent sampling with replacement
5,839,826.3,1041.901,612.589,273.958,Independent sampling with replacement
5,840,1212.8,1041.901,612.589,273.958,Independent sampling with replacement
5,841,788.4,1041.901,612.589,273.958,Independent sampling with replacement
5,842,1121.36,1041.901,612.589,273.958,Independent sampling with replacement
5,843,1116.28,1041.901,612.589,273.958,Independent sampling with replacement
5,844,1003.22,1041.901,612.589,273.958,Independent sampling with replacement
5,845,964.66,1041.901,612.589,273.958,Independent sampling with replacement
5,846,890.28,1041.901,612.589,273.958,Independent sampling with replacement
5,847,784.9,1041.901,612.589,273.958,Independent sampling with replacement
5,848,906.16,1041.901,612.589,273.958,Independent sampling with replacement
5,849,870.08,1041.901,612.589,273.958,Independent sampling with replacement
5,850,1052.14,1041.901,612.589,273.958,Independent sampling with replacement
5,851,1275.24,1041.901,612.589,273.958,Independent sampling with replacement
5,852,847.02,1041.901,612.589,273.958,Independent sampling with replacement
5,853,738.24,1041.901,612.589,273.958,Independent sampling with replacement
5,854,1081.2,1041.901,612.589,273.958,Independent sampling with replacement
5,855,1117.58,1041.901,612.589,273.958,Independent sampling with replacement
